,Start,Duration,End
7065,1047185,69,1047254
7066,1047346,38,1047384
7067,1047416,74,1047490
7068,1047599,25,1047624
7069,1047764,22,1047786
7070,1047805,21,1047826
7071,1047870,23,1047893
7072,1048190,33,1048223
7073,1048304,30,1048334
7074,1048384,9,1048393
7075,1048488,15,1048503
7076,1048526,98,1048624
7077,1048628,60,1048688
7078,1048928,3,1048931
7079,1048959,61,1049020
7080,1049253,36,1049289
7081,1049325,81,1049406
7082,1049465,41,1049506
7083,1049553,63,1049616
7084,1049626,4,1049630
7085,1049849,37,1049886
7086,1049981,34,1050015
7087,1050262,88,1050350
7088,1050421,34,1050455
7089,1050569,27,1050596
7090,1050627,5,1050632
7091,1050640,45,1050685
7092,1050943,18,1050961
7093,1051014,45,1051059
7094,1051138,1,1051139
7095,1051255,5,1051260
7096,1051264,27,1051291
7097,1051350,1,1051351
7098,1051575,81,1051656
7099,1051785,110,1051895
7100,1052078,34,1052112
7101,1052123,80,1052203
7102,1052369,127,1052496
7103,1052563,150,1052713
7104,1053604,7,1053611
7105,1054015,12,1054027
7106,1054195,7,1054202
7107,1054414,78,1054492
7108,1054568,38,1054606
7109,1054720,21,1054741
7110,1054742,17,1054759
7111,1054779,47,1054826
7112,1055088,38,1055126
7113,1055265,96,1055361
7114,1055640,20,1055660
7115,1055725,137,1055862
7116,1055870,39,1055909
7117,1056084,5,1056089
7118,1056310,121,1056431
7119,1056526,111,1056637
7120,1056779,25,1056804
7121,1056921,52,1056973
7122,1057105,6,1057111
7123,1057247,108,1057355
7124,1057387,17,1057404
7125,1057431,27,1057458
7126,1057509,10,1057519
7127,1057598,23,1057621
7128,1057689,38,1057727
7129,1058052,35,1058087
7130,1058176,2,1058178
7131,1058284,17,1058301
7132,1058306,88,1058394
7133,1058395,26,1058421
7134,1058523,62,1058585
7135,1058629,18,1058647
7136,1058700,31,1058731
7137,1059082,15,1059097
7138,1059355,36,1059391
7139,1059698,6,1059704
7140,1059714,14,1059728
7141,1059811,92,1059903
7142,1060385,16,1060401
7143,1060478,91,1060569
7144,1060582,27,1060609
7145,1060911,65,1060976
7146,1061159,2,1061161
7147,1061398,2,1061400
7148,1061782,12,1061794
7149,1061893,16,1061909
7150,1061965,10,1061975
7151,1062073,51,1062124
7152,1062233,31,1062264
7153,1062296,119,1062415
7154,1062499,32,1062531
7155,1062894,49,1062943
7156,1063011,108,1063119
7157,1063139,37,1063176
7158,1063339,30,1063369
7159,1063676,15,1063691
7160,1064250,114,1064364
7161,1064435,36,1064471
7162,1064581,69,1064650
7163,1064667,127,1064794
7164,1064876,72,1064948
7165,1064976,90,1065066
7166,1065069,118,1065187
7167,1065230,15,1065245
7168,1065275,1,1065276
7169,1065597,123,1065720
7170,1065731,7,1065738
7171,1065779,37,1065816
7172,1065840,40,1065880
7173,1065910,22,1065932
7174,1065939,36,1065975
7175,1066040,74,1066114
7176,1066117,59,1066176
7177,1066197,30,1066227
7178,1066542,88,1066630
7179,1066714,9,1066723
7180,1067001,43,1067044
7181,1067106,22,1067128
7182,1067214,86,1067300
7183,1067385,103,1067488
7184,1067558,15,1067573
7185,1067626,20,1067646
7186,1067679,106,1067785
7187,1067792,1,1067793
7188,1067890,28,1067918
7189,1068114,131,1068245
7190,1068312,204,1068516
7191,1068678,63,1068741
7192,1068857,180,1069037
7193,1069189,78,1069267
7194,1069286,85,1069371
7195,1069432,76,1069508
7196,1070003,26,1070029
7197,1070106,23,1070129
7198,1070132,35,1070167
7199,1070306,181,1070487
7200,1070578,38,1070616
7201,1070713,6,1070719
7202,1070858,86,1070944
7203,1071070,3,1071073
7204,1071254,45,1071299
7205,1071391,117,1071508
7206,1071637,52,1071689
7207,1071848,21,1071869
7208,1071874,31,1071905
7209,1071998,92,1072090
7210,1072132,10,1072142
7211,1072423,33,1072456
7212,1072480,47,1072527
7213,1072667,65,1072732
7214,1072756,29,1072785
7215,1072953,27,1072980
7216,1073041,108,1073149
7217,1073176,21,1073197
7218,1073205,138,1073343
7219,1073570,24,1073594
7220,1073763,20,1073783
7221,1073787,5,1073792
7222,1073838,9,1073847
7223,1073900,55,1073955
7224,1074118,29,1074147
7225,1074197,43,1074240
7226,1074313,7,1074320
7227,1074351,28,1074379
7228,1074613,4,1074617
7229,1074983,32,1075015
7230,1075074,47,1075121
7231,1075226,54,1075280
7232,1075601,180,1075781
7233,1075792,18,1075810
7234,1075839,97,1075936
7235,1076001,18,1076019
7236,1076056,73,1076129
7237,1076163,28,1076191
7238,1076250,26,1076276
7239,1076461,117,1076578
7240,1076663,14,1076677
7241,1076906,16,1076922
7242,1077040,45,1077085
7243,1077091,65,1077156
7244,1077285,6,1077291
7245,1077444,30,1077474
7246,1077594,56,1077650
7247,1077709,73,1077782
7248,1077920,126,1078046
7249,1078065,39,1078104
7250,1078191,28,1078219
7251,1078235,33,1078268
7252,1078600,148,1078748
7253,1078808,40,1078848
7254,1078885,34,1078919
7255,1079072,30,1079102
7256,1079350,21,1079371
7257,1079494,8,1079502
7258,1079539,119,1079658
7259,1079748,22,1079770
7260,1079960,47,1080007
7261,1080072,71,1080143
7262,1080209,6,1080215
7263,1080221,39,1080260
7264,1080373,30,1080403
7265,1080410,28,1080438
7266,1080577,83,1080660
7267,1081037,1,1081038
7268,1081152,25,1081177
7269,1081250,29,1081279
7270,1081537,17,1081554
7271,1082537,138,1082675
7272,1082888,20,1082908
7273,1083682,34,1083716
7274,1083797,17,1083814
7275,1084103,9,1084112
7276,1084194,4,1084198
7277,1084260,65,1084325
7278,1084342,38,1084380
7279,1084428,21,1084449
7280,1084468,7,1084475
7281,1084514,52,1084566
7282,1084695,42,1084737
7283,1085242,21,1085263
7284,1085547,18,1085565
7285,1085671,15,1085686
7286,1085704,15,1085719
7287,1085951,6,1085957
7288,1086167,59,1086226
7289,1086228,100,1086328
7290,1086400,28,1086428
7291,1086445,189,1086634
7292,1086783,80,1086863
7293,1086870,23,1086893
7294,1086914,49,1086963
7295,1087003,7,1087010
7296,1087161,11,1087172
7297,1087398,46,1087444
7298,1087617,15,1087632
7299,1087947,44,1087991
7300,1088036,13,1088049
7301,1088229,193,1088422
7302,1088444,41,1088485
7303,1088513,73,1088586
7304,1088644,16,1088660
7305,1088665,7,1088672
7306,1089112,51,1089163
7307,1089255,72,1089327
7308,1089333,85,1089418
7309,1089449,68,1089517
7310,1089681,41,1089722
7311,1089863,102,1089965
7312,1089967,23,1089990
7313,1090017,26,1090043
7314,1090125,36,1090161
7315,1090163,122,1090285
7316,1090373,14,1090387
7317,1090470,24,1090494
7318,1090495,47,1090542
7319,1090640,17,1090657
7320,1090845,75,1090920
7321,1091025,3,1091028
7322,1091152,30,1091182
7323,1091293,21,1091314
7324,1091321,19,1091340
7325,1091465,74,1091539
7326,1091544,24,1091568
7327,1091585,12,1091597
7328,1091921,19,1091940
7329,1092035,65,1092100
7330,1092184,117,1092301
7331,1092373,16,1092389
7332,1092511,1,1092512
7333,1092812,23,1092835
7334,1092897,9,1092906
7335,1093031,7,1093038
7336,1093064,57,1093121
7337,1093133,6,1093139
7338,1093261,11,1093272
7339,1093295,47,1093342
7340,1093361,88,1093449
7341,1093595,3,1093598
7342,1093601,23,1093624
7343,1093721,3,1093724
7344,1094083,3,1094086
7345,1094141,5,1094146
7346,1094152,13,1094165
7347,1094226,223,1094449
7348,1094717,90,1094807
7349,1094842,13,1094855
7350,1094941,58,1094999
7351,1095334,59,1095393
7352,1095424,13,1095437
7353,1095861,136,1095997
7354,1096089,31,1096120
7355,1096123,44,1096167
7356,1096274,5,1096279
7357,1096298,24,1096322
7358,1096609,42,1096651
7359,1096717,59,1096776
7360,1096935,144,1097079
7361,1097139,55,1097194
7362,1097362,94,1097456
7363,1097942,112,1098054
7364,1098145,3,1098148
7365,1098264,22,1098286
7366,1098289,37,1098326
7367,1098356,132,1098488
7368,1098526,46,1098572
7369,1098581,35,1098616
7370,1098742,117,1098859
7371,1098950,21,1098971
7372,1099182,31,1099213
7373,1099247,29,1099276
7374,1099491,3,1099494
7375,1099576,5,1099581
7376,1099656,9,1099665
7377,1099740,41,1099781
7378,1099845,18,1099863
7379,1099909,202,1100111
7380,1100684,12,1100696
7381,1100857,12,1100869
7382,1101003,7,1101010
7383,1101284,57,1101341
7384,1101585,14,1101599
7385,1101628,24,1101652
7386,1101804,47,1101851
7387,1101966,115,1102081
7388,1102136,53,1102189
7389,1102221,41,1102262
7390,1102586,43,1102629
7391,1102730,6,1102736
7392,1102777,68,1102845
7393,1102985,52,1103037
7394,1103115,13,1103128
7395,1103226,37,1103263
7396,1103303,128,1103431
7397,1103469,94,1103563
7398,1103641,180,1103821
7399,1103869,37,1103906
7400,1104115,6,1104121
7401,1104339,102,1104441
7402,1104474,152,1104626
7403,1104651,19,1104670
7404,1104691,12,1104703
7405,1104895,104,1104999
7406,1105172,165,1105337
7407,1105401,25,1105426
7408,1105658,22,1105680
7409,1105815,40,1105855
7410,1105936,44,1105980
7411,1106114,10,1106124
7412,1106177,30,1106207
7413,1106226,107,1106333
7414,1106399,84,1106483
7415,1106572,18,1106590
7416,1106695,2,1106697
7417,1106703,101,1106804
7418,1106851,117,1106968
7419,1106980,41,1107021
7420,1107147,221,1107368
7421,1107375,223,1107598
7422,1107786,29,1107815
7423,1107847,2,1107849
7424,1107886,144,1108030
7425,1108159,8,1108167
7426,1108198,72,1108270
7427,1108339,30,1108369
7428,1108405,116,1108521
7429,1108601,49,1108650
7430,1108682,126,1108808
7431,1109001,28,1109029
7432,1109095,6,1109101
7433,1109109,7,1109116
7434,1109128,71,1109199
7435,1109228,270,1109498
7436,1109648,88,1109736
7437,1109904,17,1109921
7438,1109946,31,1109977
7439,1110073,8,1110081
7440,1110136,121,1110257
7441,1110268,16,1110284
7442,1110304,206,1110510
7443,1110524,6,1110530
7444,1110543,84,1110627
7445,1110821,13,1110834
7446,1111089,16,1111105
7447,1111285,4,1111289
7448,1111324,26,1111350
7449,1111432,122,1111554
7450,1111653,21,1111674
7451,1111730,56,1111786
7452,1111790,35,1111825
7453,1111908,18,1111926
7454,1112269,24,1112293
7455,1112311,8,1112319
7456,1112418,43,1112461
7457,1112503,27,1112530
7458,1112549,21,1112570
7459,1112574,93,1112667
7460,1112916,62,1112978
7461,1113060,20,1113080
7462,1113154,42,1113196
7463,1113334,16,1113350
7464,1113368,4,1113372
7465,1113398,83,1113481
7466,1113503,66,1113569
7467,1113572,265,1113837
7468,1113876,14,1113890
7469,1114032,16,1114048
7470,1114085,22,1114107
7471,1114160,19,1114179
7472,1114276,51,1114327
7473,1114359,9,1114368
7474,1114551,105,1114656
7475,1114969,77,1115046
7476,1115056,8,1115064
7477,1115066,15,1115081
7478,1115518,22,1115540
7479,1115674,47,1115721
7480,1115890,7,1115897
7481,1115998,37,1116035
7482,1116156,96,1116252
7483,1116261,58,1116319
7484,1116436,71,1116507
7485,1116647,37,1116684
7486,1116686,88,1116774
7487,1117054,23,1117077
7488,1117092,4,1117096
7489,1117143,23,1117166
7490,1117319,76,1117395
7491,1117515,3,1117518
7492,1117604,23,1117627
7493,1117666,77,1117743
7494,1117866,42,1117908
7495,1118127,31,1118158
7496,1118262,99,1118361
7497,1118379,127,1118506
7498,1118646,17,1118663
7499,1118727,74,1118801
7500,1118855,100,1118955
7501,1119051,40,1119091
7502,1119099,5,1119104
7503,1119180,67,1119247
7504,1119354,91,1119445
7505,1119457,170,1119627
7506,1119748,7,1119755
7507,1119798,43,1119841
7508,1119847,13,1119860
7509,1119872,56,1119928
7510,1120083,40,1120123
7511,1120135,135,1120270
7512,1120285,3,1120288
7513,1120321,16,1120337
7514,1120424,1,1120425
7515,1120728,65,1120793
7516,1120841,55,1120896
7517,1120922,34,1120956
7518,1120984,58,1121042
7519,1121066,1,1121067
7520,1121095,122,1121217
7521,1121505,208,1121713
7522,1121754,12,1121766
7523,1121844,91,1121935
7524,1122204,25,1122229
7525,1122250,52,1122302
7526,1122332,48,1122380
7527,1122443,64,1122507
7528,1122529,18,1122547
7529,1122768,18,1122786
7530,1123075,17,1123092
7531,1123628,95,1123723
7532,1123841,63,1123904
7533,1123927,88,1124015
7534,1124023,34,1124057
7535,1124523,15,1124538
7536,1124542,57,1124599
7537,1124627,26,1124653
7538,1124661,13,1124674
7539,1124773,115,1124888
7540,1124897,20,1124917
7541,1124932,5,1124937
7542,1125049,74,1125123
7543,1125149,25,1125174
7544,1125186,37,1125223
7545,1125251,36,1125287
7546,1125351,11,1125362
7547,1125370,89,1125459
7548,1125527,56,1125583
7549,1125629,64,1125693
7550,1125739,17,1125756
7551,1126070,62,1126132
7552,1126160,31,1126191
7553,1126245,15,1126260
7554,1126388,73,1126461
7555,1126538,104,1126642
7556,1126665,37,1126702
7557,1126856,163,1127019
7558,1127067,154,1127221
7559,1127238,10,1127248
7560,1127250,12,1127262
7561,1127492,97,1127589
7562,1127870,49,1127919
7563,1128204,2,1128206
7564,1128405,49,1128454
7565,1128460,26,1128486
7566,1128494,21,1128515
7567,1128552,72,1128624
7568,1128716,62,1128778
7569,1129047,38,1129085
7570,1129155,39,1129194
7571,1129246,33,1129279
7572,1129311,29,1129340
7573,1129414,56,1129470
7574,1129478,30,1129508
7575,1129556,192,1129748
7576,1129948,23,1129971
7577,1130232,113,1130345
7578,1130413,44,1130457
7579,1130522,40,1130562
7580,1130767,52,1130819
7581,1130849,44,1130893
7582,1131023,27,1131050
7583,1131206,29,1131235
7584,1131362,53,1131415
7585,1131476,138,1131614
7586,1131685,46,1131731
7587,1131979,154,1132133
7588,1132146,38,1132184
7589,1132269,21,1132290
7590,1132449,21,1132470
7591,1132621,30,1132651
7592,1132686,53,1132739
7593,1132765,65,1132830
7594,1133167,26,1133193
7595,1133262,11,1133273
7596,1133286,1,1133287
7597,1133307,169,1133476
7598,1133655,31,1133686
7599,1133766,2,1133768
7600,1133796,28,1133824
7601,1134047,18,1134065
7602,1134115,65,1134180
7603,1134252,37,1134289
7604,1134305,41,1134346
7605,1134511,27,1134538
7606,1134591,59,1134650
7607,1134680,17,1134697
7608,1134843,96,1134939
7609,1134943,66,1135009
7610,1135054,7,1135061
7611,1135156,23,1135179
7612,1135279,3,1135282
7613,1135308,122,1135430
7614,1135479,66,1135545
7615,1135577,40,1135617
7616,1135645,57,1135702
7617,1135740,80,1135820
7618,1135943,17,1135960
7619,1135964,24,1135988
7620,1136064,3,1136067
7621,1136142,106,1136248
7622,1136270,26,1136296
7623,1136394,7,1136401
7624,1136494,23,1136517
7625,1136531,22,1136553
7626,1136598,5,1136603
7627,1136654,84,1136738
7628,1136757,98,1136855
7629,1137113,3,1137116
7630,1137262,38,1137300
7631,1137332,7,1137339
7632,1137368,90,1137458
7633,1137487,6,1137493
7634,1137529,28,1137557
7635,1137616,18,1137634
7636,1137648,25,1137673
7637,1137684,243,1137927
7638,1138011,62,1138073
7639,1138257,57,1138314
7640,1138392,60,1138452
7641,1138472,9,1138481
7642,1138536,6,1138542
7643,1138601,34,1138635
7644,1138808,1,1138809
7645,1138938,43,1138981
7646,1139024,35,1139059
7647,1139152,4,1139156
7648,1139186,17,1139203
7649,1139256,31,1139287
7650,1139483,252,1139735
7651,1139836,54,1139890
7652,1139932,124,1140056
7653,1140136,6,1140142
7654,1140189,7,1140196
7655,1140427,12,1140439
7656,1140536,52,1140588
7657,1140799,17,1140816
7658,1140907,77,1140984
7659,1140993,39,1141032
7660,1141086,28,1141114
7661,1141116,8,1141124
7662,1141147,137,1141284
7663,1141287,81,1141368
7664,1141406,22,1141428
7665,1141508,32,1141540
7666,1141635,131,1141766
7667,1141808,53,1141861
7668,1142016,6,1142022
7669,1142026,78,1142104
7670,1142547,19,1142566
7671,1142579,19,1142598
7672,1142737,44,1142781
7673,1143008,13,1143021
7674,1143080,7,1143087
7675,1143161,23,1143184
7676,1143308,28,1143336
7677,1143363,4,1143367
7678,1143438,138,1143576
7679,1143728,70,1143798
7680,1143896,20,1143916
7681,1143947,12,1143959
7682,1144012,33,1144045
7683,1144048,60,1144108
7684,1144326,29,1144355
7685,1144460,16,1144476
7686,1144525,21,1144546
7687,1144683,13,1144696
7688,1144905,19,1144924
7689,1144933,2,1144935
7690,1144954,28,1144982
7691,1145080,18,1145098
7692,1145099,15,1145114
7693,1145123,17,1145140
7694,1145185,4,1145189
7695,1145514,201,1145715
7696,1145728,72,1145800
7697,1146123,15,1146138
7698,1146359,42,1146401
7699,1146514,93,1146607
7700,1146614,21,1146635
7701,1146681,16,1146697
7702,1146846,112,1146958
7703,1146990,34,1147024
7704,1147037,2,1147039
7705,1147048,53,1147101
7706,1147188,10,1147198
7707,1147208,112,1147320
7708,1147382,28,1147410
7709,1147495,16,1147511
7710,1147676,95,1147771
7711,1147797,54,1147851
7712,1147873,92,1147965
7713,1148043,9,1148052
7714,1148102,69,1148171
7715,1148232,4,1148236
7716,1148259,23,1148282
7717,1148342,32,1148374
7718,1148437,7,1148444
7719,1148559,34,1148593
7720,1149279,24,1149303
7721,1149348,17,1149365
7722,1149379,49,1149428
7723,1149523,24,1149547
7724,1149726,30,1149756
7725,1150098,1,1150099
7726,1150142,13,1150155
7727,1150269,54,1150323
7728,1150469,311,1150780
7729,1150943,3,1150946
7730,1150993,124,1151117
7731,1151170,14,1151184
7732,1151307,131,1151438
7733,1151463,120,1151583
7734,1151601,9,1151610
7735,1151642,102,1151744
7736,1151861,37,1151898
7737,1151994,22,1152016
7738,1152032,53,1152085
7739,1152263,17,1152280
7740,1152465,15,1152480
7741,1152640,7,1152647
7742,1152653,20,1152673
7743,1152679,39,1152718
7744,1152992,18,1153010
7745,1153032,16,1153048
7746,1153260,55,1153315
7747,1153510,28,1153538
7748,1153595,37,1153632
7749,1153865,123,1153988
7750,1154427,3,1154430
7751,1154541,64,1154605
7752,1154659,49,1154708
7753,1154910,10,1154920
7754,1155104,117,1155221
7755,1155222,119,1155341
7756,1155342,38,1155380
7757,1155482,11,1155493
7758,1155837,28,1155865
7759,1156065,139,1156204
7760,1156231,35,1156266
7761,1156330,20,1156350
7762,1156457,42,1156499
7763,1156626,117,1156743
7764,1156877,153,1157030
7765,1157065,27,1157092
7766,1157149,19,1157168
7767,1157220,56,1157276
7768,1157372,13,1157385
7769,1157667,39,1157706
7770,1157779,77,1157856
7771,1157925,7,1157932
7772,1158078,74,1158152
7773,1158179,16,1158195
7774,1158260,105,1158365
7775,1158496,46,1158542
7776,1158656,97,1158753
7777,1158790,96,1158886
7778,1158948,217,1159165
7779,1159205,20,1159225
7780,1159237,10,1159247
7781,1159445,48,1159493
7782,1159522,114,1159636
7783,1159802,6,1159808
7784,1160009,7,1160016
7785,1160034,63,1160097
7786,1160249,10,1160259
7787,1160313,11,1160324
7788,1160376,12,1160388
7789,1160445,20,1160465
7790,1160479,46,1160525
7791,1160634,20,1160654
7792,1161006,38,1161044
7793,1161065,161,1161226
7794,1161268,54,1161322
7795,1161488,104,1161592
7796,1161693,34,1161727
7797,1161764,7,1161771
7798,1161843,84,1161927
7799,1162090,59,1162149
7800,1162191,14,1162205
7801,1162244,60,1162304
7802,1162379,21,1162400
7803,1162474,33,1162507
7804,1162730,12,1162742
7805,1163086,108,1163194
7806,1163229,10,1163239
7807,1163335,1,1163336
7808,1163497,101,1163598
7809,1164065,28,1164093
7810,1164104,55,1164159
7811,1164194,56,1164250
7812,1164271,10,1164281
7813,1164465,13,1164478
7814,1164479,21,1164500
7815,1164665,183,1164848
7816,1165006,42,1165048
7817,1165122,67,1165189
7818,1165244,9,1165253
7819,1165309,18,1165327
7820,1165465,196,1165661
7821,1165771,24,1165795
7822,1165893,4,1165897
7823,1166104,67,1166171
7824,1166212,109,1166321
7825,1166322,14,1166336
7826,1166578,9,1166587
7827,1166591,18,1166609
7828,1167061,102,1167163
7829,1167169,115,1167284
7830,1167319,4,1167323
7831,1167762,36,1167798
7832,1167813,4,1167817
7833,1167846,119,1167965
7834,1168049,27,1168076
7835,1168245,29,1168274
7836,1168518,10,1168528
7837,1168871,15,1168886
7838,1168888,42,1168930
7839,1168941,77,1169018
7840,1169152,129,1169281
7841,1169299,38,1169337
7842,1169387,144,1169531
7843,1169545,45,1169590
7844,1169633,14,1169647
7845,1169691,13,1169704
7846,1169708,3,1169711
7847,1169796,17,1169813
7848,1169837,2,1169839
7849,1170016,3,1170019
7850,1170098,55,1170153
7851,1170367,25,1170392
7852,1170418,13,1170431
7853,1170481,252,1170733
7854,1170824,64,1170888
7855,1171005,267,1171272
7856,1171585,11,1171596
7857,1172069,90,1172159
7858,1172220,45,1172265
7859,1172352,3,1172355
7860,1172525,63,1172588
7861,1172685,57,1172742
7862,1172792,19,1172811
7863,1173025,5,1173030
7864,1173083,12,1173095
7865,1173146,2,1173148
7866,1173226,89,1173315
7867,1173410,29,1173439
7868,1173540,20,1173560
7869,1173648,24,1173672
7870,1173918,5,1173923
7871,1173943,8,1173951
7872,1174099,36,1174135
7873,1174175,21,1174196
7874,1174209,207,1174416
7875,1174539,12,1174551
7876,1174941,16,1174957
7877,1175098,42,1175140
7878,1175219,2,1175221
7879,1175297,49,1175346
7880,1175668,68,1175736
7881,1175853,31,1175884
7882,1175886,35,1175921
7883,1176107,65,1176172
7884,1176230,49,1176279
7885,1176290,4,1176294
7886,1176356,70,1176426
7887,1176479,43,1176522
7888,1176590,7,1176597
7889,1176665,34,1176699
7890,1176702,47,1176749
7891,1176797,64,1176861
7892,1176975,129,1177104
7893,1177265,137,1177402
7894,1177609,12,1177621
7895,1177815,17,1177832
7896,1177862,8,1177870
7897,1177892,8,1177900
7898,1178015,45,1178060
7899,1178266,149,1178415
7900,1178741,42,1178783
7901,1178850,24,1178874
7902,1178933,56,1178989
7903,1179028,62,1179090
7904,1179100,125,1179225
7905,1179350,13,1179363
7906,1179436,22,1179458
7907,1179654,14,1179668
7908,1179742,158,1179900
7909,1179984,116,1180100
7910,1180158,50,1180208
7911,1180266,163,1180429
7912,1180451,2,1180453
7913,1180472,21,1180493
7914,1180638,98,1180736
7915,1180897,39,1180936
7916,1181192,11,1181203
7917,1181260,59,1181319
7918,1181334,9,1181343
7919,1181403,14,1181417
7920,1181566,4,1181570
7921,1181729,27,1181756
7922,1181909,66,1181975
7923,1182200,56,1182256
7924,1182529,12,1182541
7925,1182570,53,1182623
7926,1182659,9,1182668
7927,1182940,11,1182951
7928,1182956,16,1182972
7929,1182999,33,1183032
7930,1183057,48,1183105
7931,1183302,121,1183423
7932,1183610,25,1183635
7933,1183646,92,1183738
7934,1183963,70,1184033
7935,1184079,26,1184105
7936,1184120,30,1184150
7937,1184245,11,1184256
7938,1184491,63,1184554
7939,1184704,165,1184869
7940,1184891,9,1184900
7941,1184933,76,1185009
7942,1185050,27,1185077
7943,1185116,37,1185153
7944,1185300,53,1185353
7945,1185615,1,1185616
7946,1185842,150,1185992
7947,1186122,177,1186299
7948,1186492,59,1186551
7949,1186558,53,1186611
7950,1186669,50,1186719
7951,1186787,52,1186839
7952,1186880,2,1186882
7953,1186924,68,1186992
7954,1186993,9,1187002
7955,1187011,47,1187058
7956,1187072,37,1187109
7957,1187286,10,1187296
7958,1187312,104,1187416
7959,1187421,78,1187499
7960,1187550,44,1187594
7961,1187671,40,1187711
7962,1187961,145,1188106
7963,1188107,22,1188129
7964,1188263,24,1188287
7965,1188432,87,1188519
7966,1188573,1,1188574
7967,1188737,125,1188862
7968,1188885,33,1188918
7969,1189072,3,1189075
7970,1189078,45,1189123
7971,1189528,96,1189624
7972,1189756,64,1189820
7973,1190114,1,1190115
7974,1190228,18,1190246
7975,1190335,14,1190349
7976,1190482,7,1190489
7977,1190568,9,1190577
7978,1190630,26,1190656
7979,1190689,9,1190698
7980,1190851,44,1190895
7981,1190960,45,1191005
7982,1191026,54,1191080
7983,1191163,18,1191181
7984,1191214,2,1191216
7985,1191243,66,1191309
7986,1191481,13,1191494
7987,1191679,146,1191825
7988,1191840,106,1191946
7989,1192207,17,1192224
7990,1192256,72,1192328
7991,1192621,39,1192660
7992,1192702,88,1192790
7993,1192866,34,1192900
7994,1192922,9,1192931
7995,1192938,13,1192951
7996,1193123,21,1193144
7997,1193227,8,1193235
7998,1193268,20,1193288
7999,1193303,40,1193343
8000,1193384,55,1193439
8001,1193510,34,1193544
8002,1193749,20,1193769
8003,1193788,51,1193839
8004,1193974,70,1194044
8005,1194287,34,1194321
8006,1194325,2,1194327
8007,1194345,33,1194378
8008,1194420,14,1194434
8009,1194534,16,1194550
8010,1194609,5,1194614
8011,1194782,8,1194790
8012,1194813,99,1194912
8013,1194955,39,1194994
8014,1195035,33,1195068
8015,1195447,28,1195475
8016,1195495,84,1195579
8017,1195742,162,1195904
8018,1195911,3,1195914
8019,1195922,23,1195945
8020,1195983,153,1196136
8021,1196181,35,1196216
8022,1196306,40,1196346
8023,1196353,29,1196382
8024,1196588,59,1196647
8025,1196832,84,1196916
8026,1196931,36,1196967
8027,1196998,14,1197012
8028,1197075,93,1197168
8029,1197408,63,1197471
8030,1197564,30,1197594
8031,1197639,158,1197797
8032,1198059,18,1198077
8033,1198319,2,1198321
8034,1198415,51,1198466
8035,1198547,25,1198572
8036,1198651,67,1198718
8037,1199054,39,1199093
8038,1199109,45,1199154
8039,1199172,14,1199186
8040,1199200,42,1199242
8041,1199255,34,1199289
8042,1199294,66,1199360
8043,1199390,25,1199415
8044,1199435,18,1199453
8045,1199587,85,1199672
8046,1199790,74,1199864
8047,1200187,10,1200197
8048,1200369,51,1200420
8049,1200861,36,1200897
8050,1201092,44,1201136
8051,1201270,254,1201524
8052,1201544,36,1201580
8053,1201708,108,1201816
8054,1202000,29,1202029
8055,1202078,11,1202089
8056,1202110,6,1202116
8057,1202164,103,1202267
8058,1202330,59,1202389
8059,1202506,1,1202507
8060,1202540,30,1202570
8061,1203152,181,1203333
8062,1203518,19,1203537
8063,1203594,78,1203672
8064,1203752,12,1203764
8065,1203911,44,1203955
8066,1204025,2,1204027
8067,1204126,28,1204154
8068,1204230,49,1204279
8069,1204308,12,1204320
8070,1204471,1,1204472
8071,1204518,51,1204569
8072,1204670,79,1204749
8073,1204779,390,1205169
8074,1205244,16,1205260
8075,1205301,67,1205368
8076,1205431,71,1205502
8077,1205531,10,1205541
8078,1205556,97,1205653
8079,1205899,55,1205954
8080,1205971,109,1206080
8081,1206101,20,1206121
8082,1206162,58,1206220
8083,1206252,13,1206265
8084,1206396,91,1206487
8085,1206498,13,1206511
8086,1206569,32,1206601
8087,1207122,77,1207199
8088,1207347,99,1207446
8089,1207741,129,1207870
8090,1207984,27,1208011
8091,1208128,60,1208188
8092,1208262,27,1208289
8093,1208332,66,1208398
8094,1208558,35,1208593
8095,1208669,24,1208693
8096,1208780,45,1208825
8097,1208894,4,1208898
8098,1209279,101,1209380
8099,1209417,78,1209495
8100,1209570,23,1209593
8101,1209634,33,1209667
8102,1209682,60,1209742
8103,1209760,56,1209816
8104,1210175,20,1210195
8105,1210305,11,1210316
8106,1210455,31,1210486
8107,1210536,21,1210557
8108,1210727,22,1210749
8109,1210984,76,1211060
8110,1211173,237,1211410
8111,1211540,10,1211550
8112,1211685,35,1211720
8113,1211818,21,1211839
8114,1211842,15,1211857
8115,1211884,6,1211890
8116,1211906,124,1212030
8117,1212190,8,1212198
8118,1212304,29,1212333
8119,1212402,50,1212452
8120,1212754,33,1212787
8121,1213017,33,1213050
8122,1213099,171,1213270
8123,1213338,22,1213360
8124,1213386,10,1213396
8125,1213403,7,1213410
8126,1213493,26,1213519
8127,1213646,176,1213822
8128,1213938,89,1214027
8129,1214101,15,1214116
8130,1214141,7,1214148
8131,1214169,17,1214186
8132,1214580,64,1214644
8133,1214785,49,1214834
8134,1214897,195,1215092
8135,1215324,23,1215347
8136,1215618,27,1215645
8137,1215662,289,1215951
8138,1216268,8,1216276
8139,1216656,21,1216677
8140,1216771,108,1216879
