,x,SuccessRate,SuccessRateUnmixed,SuccessRateSemiUnmixed,PER,RedundancyUsedMin,RedundancyUsed,RedundancyUsedMax,Lost,WorseDiffRngmixedRlnc,WorseDiffRepeatmixedRlnc
0,0.001,0.81,0.79,0.81,0.19916666666666666,0.0,2.5925925925925926,150.0,11.95,0.020000000000000018,0.0
1,0.011090909090909092,0.6,0.51,0.6,0.45766666666666667,0.0,12.083333333333332,145.0,27.46,0.08999999999999997,0.0
2,0.021181818181818184,0.69,0.54,0.69,0.36666666666666664,0.0,18.333333333333332,180.0,22.0,0.1499999999999999,0.0
3,0.03127272727272727,0.73,0.49,0.71,0.4026666666666667,0.0,31.027397260273972,195.0,24.16,0.24,0.020000000000000018
4,0.041363636363636366,0.67,0.42,0.63,0.44033333333333335,0.0,37.83582089552239,190.0,26.42,0.25000000000000006,0.040000000000000036
5,0.05145454545454546,0.71,0.44,0.66,0.4355,0.0,40.70422535211268,200.0,26.13,0.26999999999999996,0.04999999999999993
6,0.06154545454545455,0.68,0.4,0.64,0.466,0.0,42.05882352941177,200.0,27.96,0.28,0.040000000000000036
7,0.07163636363636364,0.87,0.59,0.79,0.3323333333333333,0.0,43.96551724137931,200.0,19.94,0.28,0.07999999999999996
8,0.08172727272727273,0.82,0.46,0.75,0.3805,0.0,41.829268292682926,195.0,22.83,0.35999999999999993,0.06999999999999995
9,0.09181818181818183,0.87,0.42,0.76,0.3855,0.0,58.56321839080459,200.0,23.13,0.45,0.10999999999999999
10,0.10190909090909092,0.84,0.44,0.72,0.38033333333333336,0.0,42.79761904761905,190.0,22.82,0.39999999999999997,0.12
11,0.112,0.82,0.4,0.67,0.415,0.0,58.23170731707317,200.0,24.9,0.41999999999999993,0.1499999999999999
12,0.1220909090909091,0.86,0.41,0.7,0.37033333333333335,0.0,52.093023255813954,190.0,22.22,0.45,0.16000000000000003
13,0.13218181818181818,0.87,0.4,0.66,0.3973333333333333,0.0,58.39080459770115,195.0,23.84,0.47,0.20999999999999996
14,0.14227272727272727,0.89,0.41,0.67,0.3993333333333333,0.0,58.20224719101124,200.0,23.96,0.48000000000000004,0.21999999999999997
15,0.15236363636363637,0.9,0.35,0.56,0.41983333333333334,0.0,68.88888888888889,200.0,25.19,0.55,0.33999999999999997
