,x,SuccessRate,SuccessRateUnmixed,SuccessRateSemiUnmixed,PER,RedundancyUsedMin,RedundancyUsed,RedundancyUsedMax,Lost,WorseDiffRngmixedRlnc,WorseDiffRepeatmixedRlnc
48,0.4853636363636364,0.84,0.05,0.07,0.5856666666666667,5.0,121.36904761904763,195.0,35.14,0.7899999999999999,0.77
49,0.4954545454545455,0.74,0.01,0.01,0.613,35.0,129.5945945945946,200.0,36.78,0.73,0.73
50,0.5055454545454545,0.72,0.02,0.05,0.601,25.0,121.11111111111111,200.0,36.06,0.7,0.6699999999999999
51,0.5156363636363637,0.76,0.05,0.02,0.5995,20.0,123.42105263157896,195.0,35.97,0.71,0.74
52,0.5257272727272727,0.78,0.03,0.07,0.6008333333333333,25.0,125.76923076923076,200.0,36.05,0.75,0.71
53,0.5358181818181819,0.69,0.05,0.04,0.612,25.0,121.08695652173913,200.0,36.72,0.6399999999999999,0.6499999999999999
54,0.5459090909090909,0.8,0.03,0.03,0.58,20.0,109.375,200.0,34.8,0.77,0.77
55,0.556,0.72,0.0,0.02,0.605,30.0,124.72222222222221,200.0,36.3,0.72,0.7
56,0.5660909090909091,0.72,0.0,0.02,0.6016666666666667,25.0,119.44444444444446,200.0,36.1,0.72,0.7
57,0.5761818181818182,0.71,0.02,0.02,0.6111666666666666,30.0,121.7605633802817,195.0,36.67,0.69,0.69
58,0.5862727272727273,0.68,0.02,0.05,0.6131666666666666,20.0,133.75,200.0,36.79,0.66,0.63
59,0.5963636363636364,0.83,0.01,0.02,0.5993333333333334,35.0,125.8433734939759,200.0,35.96,0.82,0.8099999999999999
60,0.6064545454545455,0.78,0.01,0.02,0.603,35.0,131.85897435897436,200.0,36.18,0.77,0.76
61,0.6165454545454546,0.81,0.04,0.03,0.5975,30.0,132.0987654320988,200.0,35.85,0.77,0.78
62,0.6266363636363637,0.73,0.02,0.03,0.6073333333333333,20.0,128.83561643835617,195.0,36.44,0.71,0.7
63,0.6367272727272728,0.76,0.01,0.02,0.6101666666666666,35.0,135.39473684210526,195.0,36.61,0.75,0.74
64,0.6468181818181818,0.73,0.02,0.01,0.596,45.0,122.60273972602741,200.0,35.76,0.71,0.72
65,0.6569090909090909,0.77,0.02,0.01,0.6138333333333333,40.0,134.28571428571428,200.0,36.83,0.75,0.76
66,0.667,0.84,0.02,0.02,0.5973333333333334,15.0,136.13095238095235,200.0,35.84,0.82,0.82
67,0.6770909090909091,0.88,0.05,0.03,0.5846666666666667,15.0,125.73863636363637,190.0,35.08,0.83,0.85
68,0.6871818181818182,0.75,0.02,0.02,0.6016666666666667,30.0,127.66666666666667,195.0,36.1,0.73,0.73
69,0.6972727272727273,0.73,0.02,0.0,0.5996666666666667,50.0,123.90410958904108,200.0,35.98,0.71,0.73
70,0.7073636363636364,0.79,0.0,0.02,0.6148333333333333,50.0,140.0,200.0,36.89,0.79,0.77
71,0.7174545454545455,0.86,0.01,0.02,0.597,40.0,137.38372093023256,200.0,35.82,0.85,0.84
72,0.7275454545454546,0.81,0.02,0.04,0.5925,50.0,130.61728395061726,200.0,35.55,0.79,0.77
73,0.7376363636363636,0.8,0.05,0.03,0.5963333333333334,35.0,129.625,200.0,35.78,0.75,0.77
74,0.7477272727272728,0.81,0.03,0.01,0.609,45.0,140.2469135802469,200.0,36.54,0.78,0.8
75,0.7578181818181818,0.82,0.04,0.04,0.6071666666666666,30.0,135.4878048780488,200.0,36.43,0.7799999999999999,0.7799999999999999
76,0.767909090909091,0.86,0.02,0.02,0.6038333333333333,40.0,141.3953488372093,200.0,36.23,0.84,0.84
77,0.778,0.72,0.0,0.03,0.6053333333333334,30.0,132.01388888888889,200.0,36.32,0.72,0.69
78,0.7880909090909092,0.83,0.02,0.0,0.611,50.0,133.79518072289156,195.0,36.66,0.8099999999999999,0.83
79,0.7981818181818182,0.79,0.02,0.04,0.5975,40.0,130.50632911392407,195.0,35.85,0.77,0.75
80,0.8082727272727274,0.83,0.02,0.02,0.5953333333333334,40.0,133.0120481927711,200.0,35.72,0.8099999999999999,0.8099999999999999
81,0.8183636363636364,0.84,0.0,0.0,0.5986666666666667,45.0,134.04761904761907,200.0,35.92,0.84,0.84
82,0.8284545454545454,0.82,0.03,0.0,0.598,50.0,128.78048780487808,200.0,35.88,0.7899999999999999,0.82
83,0.8385454545454546,0.83,0.03,0.02,0.6003333333333334,60.0,132.04819277108433,200.0,36.02,0.7999999999999999,0.8099999999999999
84,0.8486363636363636,0.9,0.03,0.01,0.5938333333333333,65.0,138.22222222222223,200.0,35.63,0.87,0.89
85,0.8587272727272728,0.88,0.0,0.03,0.5985,40.0,135.51136363636363,200.0,35.91,0.88,0.85
86,0.8688181818181818,0.86,0.0,0.02,0.6068333333333333,45.0,142.90697674418604,200.0,36.41,0.86,0.84
87,0.878909090909091,0.91,0.01,0.0,0.5931666666666666,45.0,135.32967032967034,200.0,35.59,0.9,0.91
88,0.889,0.82,0.0,0.0,0.6121666666666666,65.0,140.6707317073171,195.0,36.73,0.82,0.82
89,0.8990909090909092,0.89,0.01,0.0,0.6015,55.0,136.40449438202248,195.0,36.09,0.88,0.89
90,0.9091818181818182,0.92,0.0,0.01,0.5915,60.0,140.76086956521738,200.0,35.49,0.92,0.91
91,0.9192727272727274,0.87,0.01,0.02,0.598,65.0,137.75862068965517,200.0,35.88,0.86,0.85
92,0.9293636363636364,0.9,0.01,0.02,0.5973333333333334,40.0,140.16666666666669,200.0,35.84,0.89,0.88
93,0.9394545454545455,0.84,0.01,0.01,0.6075,65.0,138.21428571428572,195.0,36.45,0.83,0.83
94,0.9495454545454546,0.97,0.0,0.01,0.6003333333333334,85.0,148.96907216494847,200.0,36.02,0.97,0.96
95,0.9596363636363637,0.91,0.03,0.0,0.5961666666666666,70.0,141.86813186813185,200.0,35.77,0.88,0.91
96,0.9697272727272728,0.85,0.01,0.0,0.6025,60.0,139.05882352941177,195.0,36.15,0.84,0.85
97,0.9798181818181818,0.89,0.01,0.02,0.5995,55.0,142.13483146067415,200.0,35.97,0.88,0.87
98,0.989909090909091,0.9,0.0,0.02,0.5945,45.0,139.83333333333331,200.0,35.67,0.9,0.88
99,1.0,0.92,0.0,0.02,0.599,65.0,140.54347826086956,195.0,35.94,0.92,0.9
