,x,SuccessRate,PER,RedundancyUsed
119,0.13024621178020165,0.95,0.37678481012658227,65.50000000000001
120,0.13833739627296224,0.95,0.43352056962025315,44.05
121,0.1469312231504883,0.97,0.3885142405063291,57.4
122,0.1560589176761748,0.96,0.41856803797468356,45.1
123,0.16575364489625954,1.0,0.4099272151898734,35.99999999999999
124,0.17605063014344985,0.99,0.40569303797468353,40.74999999999999
125,0.1869872870265018,0.97,0.4037990506329114,47.95
126,0.19860335337079876,0.97,0.3947990506329114,51.5
127,0.2109410356038595,0.98,0.39429272151898737,48.45
128,0.22404516211039496,0.99,0.38893354430379745,50.55
129,0.23796334611412492,0.99,0.3801629746835443,51.30000000000001
130,0.25274615867817296,1.0,0.38376898734177217,49.45
131,0.2684473124526312,1.0,0.37517405063291137,49.9
132,0.28512385683693486,1.0,0.4144256329113924,34.2
133,0.30283638526615536,1.0,0.4096645569620253,36.099999999999994
134,0.32164925537437916,1.0,0.4150395569620253,33.949999999999996
135,0.3416308228351283,0.99,0.41981170886075947,35.150000000000006
136,0.3628536897284651,1.0,0.40153322784810125,39.35000000000001
137,0.38539496833721615,1.0,0.4124272151898734,35.0
138,0.4093365613308021,1.0,0.4042863924050633,38.24999999999999
139,0.4347654593547146,1.0,0.41244778481012656,35.0
140,0.4617740571069106,1.0,0.38291772151898734,46.8
141,0.49046048904957423,1.0,0.41141772151898737,35.39999999999999
142,0.5209289859760456,1.0,0.41855537974683543,32.550000000000004
143,0.5532902537284762,1.0,0.3931645569620253,42.699999999999996
144,0.5876618754422667,1.0,0.41444778481012656,34.2
145,0.6241687387788306,1.0,0.41405537974683543,34.35000000000001
146,0.6629434896990019,1.0,0.39703006329113927,41.15
147,0.7041270144258563,1.0,0.3924240506329114,43.00000000000001
148,0.7478689513481417,1.0,0.39554588607594937,41.75000000000001
149,0.7943282347242815,1.0,0.4045284810126582,38.14999999999999
