,x,SuccessRate,PER,RedundancyUsed
0,0.001,0.41,0.6015,195.35
1,0.0011352775264921833,0.64,0.35875,199.15
2,0.00128885506215821,0.71,0.29775,195.7
3,0.0014632081869739018,0.49,0.531125,190.2
4,0.0016611473712508432,0.78,0.242,190.4
5,0.0018858632787726497,0.53,0.492125,189.6
6,0.0021409781984274524,0.91,0.09525,197.85
7,0.002430604433384409,0.55,0.484375,189.20000000000002
8,0.0027594105890135865,0.73,0.295,188.64999999999998
9,0.0031326968280716828,0.59,0.420625,193.99999999999997
10,0.0035564803062231283,0.65,0.37,190.5
11,0.004037592165067156,0.56,0.48125,185.55
12,0.00458378764614166,0.69,0.3535,182.15
13,0.00520387110087713,0.57,0.4695,182.15
14,0.005907837911587943,0.75,0.314625,173.05
15,0.006707035611184306,0.58,0.491375,166.4
16,0.007614346798760308,0.69,0.3666360759493671,174.8
17,0.008644396799550277,0.6,0.482375,163.09999999999997
18,0.009813789416610383,0.69,0.356125,177.0
19,0.011141374574404608,0.64,0.43475,165.79999999999998
20,0.012648552168552964,0.74,0.361375,156.70000000000002
21,0.014359617019622151,0.69,0.46863449367088605,131.70000000000002
22,0.01630215049141169,0.71,0.4251107594936709,138.4
23,0.018507465086393195,0.65,0.4442610759493671,153.55
24,0.02101110918492091,0.8,0.3428180379746835,136.2
25,0.0238534400643142,0.73,0.444125,122.45
26,0.027080274434544173,0.75,0.3895,137.7
27,0.030743626976778814,0.77,0.4080965189873418,126.65
28,0.03490254878959581,0.75,0.4261645569620253,123.15000000000002
29,0.039624079258125076,0.77,0.4205617088607595,115.55
30,0.044984326689694466,0.91,0.3443844936708861,96.99999999999999
31,0.05106969513519263,0.77,0.4987642405063291,94.75000000000001
32,0.057978277171791374,0.84,0.3983844936708861,96.9
33,0.06582143509786953,0.89,0.3545126582278481,98.24999999999999
34,0.0747255960280751,0.87,0.39930696202531646,83.85000000000001
35,0.08483428982440722,0.92,0.39584651898734174,68.99999999999999
36,0.09631046271357402,0.96,0.3648876582278481,70.94999999999999
37,0.109339103884784,0.9,0.4070221518987342,70.24999999999999
38,0.12413022740718946,0.92,0.4147737341772152,63.500000000000014
39,0.14092225753374626,0.92,0.41090664556962025,65.55
40,0.1599858719606059,0.97,0.40489873417721517,47.650000000000006
41,0.1816283649931318,0.99,0.3991582278481013,43.65
42,0.20619860095022213,0.97,0.40504272151898735,48.3
43,0.23409263765291694,0.98,0.4087879746835443,42.699999999999996
44,0.26576011064463445,0.99,0.40977848101265824,42.15
45,0.30171148105292955,1.0,0.39780537974683544,43.85
46,0.3425262639240631,1.0,0.3878987341772152,44.800000000000004
47,0.3888623696663191,1.0,0.39617879746835444,41.50000000000001
48,0.4414667091806677,1.0,0.4194256329113924,32.2
49,0.5011872336272722,1.0,0.39905854430379745,40.35
