,Start,Duration,End
19721,2350634,3,2350637
19722,2350649,49,2350698
19723,2350847,12,2350859
19724,2350886,31,2350917
19725,2351340,31,2351371
19726,2351407,3,2351410
19727,2351422,32,2351454
19728,2351458,9,2351467
19729,2351531,10,2351541
19730,2351568,15,2351583
19731,2351904,51,2351955
19732,2351961,33,2351994
19733,2352246,25,2352271
19734,2352303,3,2352306
19735,2352361,11,2352372
19736,2352397,23,2352420
19737,2352447,8,2352455
19738,2352531,10,2352541
19739,2352665,4,2352669
19740,2352806,27,2352833
19741,2352904,2,2352906
19742,2352912,49,2352961
19743,2353065,3,2353068
19744,2353171,20,2353191
19745,2353588,24,2353612
19746,2353718,4,2353722
19747,2353888,17,2353905
19748,2354137,17,2354154
19749,2354217,10,2354227
19750,2354264,31,2354295
19751,2354371,8,2354379
19752,2354384,10,2354394
19753,2354397,2,2354399
19754,2354412,57,2354469
19755,2354640,61,2354701
19756,2354754,3,2354757
19757,2354816,10,2354826
19758,2354904,2,2354906
19759,2354918,31,2354949
19760,2354957,1,2354958
19761,2355062,7,2355069
19762,2355228,6,2355234
19763,2355263,21,2355284
19764,2355559,3,2355562
19765,2355600,23,2355623
19766,2355640,14,2355654
19767,2355719,47,2355766
19768,2355772,6,2355778
19769,2355795,7,2355802
19770,2355930,1,2355931
19771,2355934,17,2355951
19772,2355955,36,2355991
19773,2356097,8,2356105
19774,2356290,92,2356382
19775,2356440,9,2356449
19776,2356508,39,2356547
19777,2356556,5,2356561
19778,2356918,65,2356983
19779,2357279,5,2357284
19780,2357365,14,2357379
19781,2357448,13,2357461
19782,2357521,4,2357525
19783,2357630,10,2357640
19784,2357923,13,2357936
19785,2357975,18,2357993
19786,2358038,44,2358082
19787,2358090,16,2358106
19788,2358397,13,2358410
19789,2358549,15,2358564
19790,2358600,9,2358609
19791,2358640,5,2358645
19792,2358681,21,2358702
19793,2358721,1,2358722
19794,2358862,18,2358880
19795,2358929,3,2358932
19796,2358946,14,2358960
19797,2359022,4,2359026
19798,2359068,9,2359077
19799,2359091,7,2359098
19800,2359122,40,2359162
19801,2359278,8,2359286
19802,2359410,11,2359421
19803,2359557,53,2359610
19804,2359612,19,2359631
19805,2359700,9,2359709
19806,2359732,13,2359745
19807,2359764,6,2359770
19808,2359801,7,2359808
19809,2359874,3,2359877
19810,2359889,2,2359891
19811,2359963,17,2359980
19812,2359993,10,2360003
19813,2360011,5,2360016
19814,2360084,8,2360092
19815,2360103,5,2360108
19816,2360196,3,2360199
19817,2360205,37,2360242
19818,2360301,22,2360323
19819,2360539,33,2360572
19820,2360605,5,2360610
19821,2360635,14,2360649
19822,2360685,20,2360705
19823,2360790,2,2360792
19824,2360873,49,2360922
19825,2361042,23,2361065
19826,2361381,15,2361396
19827,2361463,12,2361475
19828,2361526,55,2361581
19829,2361606,1,2361607
19830,2361736,1,2361737
19831,2361841,7,2361848
19832,2361972,19,2361991
19833,2362111,3,2362114
19834,2362264,4,2362268
19835,2362363,29,2362392
19836,2362624,20,2362644
19837,2362736,6,2362742
19838,2362779,2,2362781
19839,2362790,21,2362811
19840,2362879,4,2362883
19841,2362948,12,2362960
19842,2362985,4,2362989
19843,2363292,20,2363312
19844,2363330,10,2363340
19845,2363376,12,2363388
19846,2363504,4,2363508
19847,2363638,6,2363644
19848,2363654,12,2363666
19849,2363736,18,2363754
19850,2363787,53,2363840
19851,2363847,36,2363883
19852,2363921,32,2363953
19853,2363962,47,2364009
19854,2364213,49,2364262
19855,2364265,16,2364281
19856,2364375,1,2364376
19857,2364400,11,2364411
19858,2364515,4,2364519
19859,2364595,1,2364596
19860,2364627,30,2364657
19861,2364694,10,2364704
19862,2364766,9,2364775
19863,2364977,15,2364992
19864,2365106,7,2365113
19865,2365257,26,2365283
19866,2365301,35,2365336
19867,2365613,6,2365619
19868,2365627,7,2365634
19869,2365990,60,2366050
19870,2366051,22,2366073
19871,2366214,4,2366218
19872,2366313,24,2366337
19873,2366357,29,2366386
19874,2366497,3,2366500
19875,2366505,24,2366529
19876,2366706,22,2366728
19877,2367104,7,2367111
19878,2367296,6,2367302
19879,2367341,86,2367427
19880,2367754,4,2367758
19881,2367802,9,2367811
19882,2368060,28,2368088
19883,2368185,26,2368211
19884,2368536,38,2368574
19885,2368590,17,2368607
19886,2368707,32,2368739
19887,2368883,20,2368903
19888,2368991,5,2368996
19889,2369046,5,2369051
19890,2369135,1,2369136
19891,2369303,29,2369332
19892,2369471,26,2369497
19893,2369569,15,2369584
19894,2369817,10,2369827
19895,2369888,21,2369909
19896,2369987,23,2370010
19897,2370086,16,2370102
19898,2370201,11,2370212
19899,2370474,15,2370489
19900,2370778,37,2370815
19901,2371010,12,2371022
19902,2371079,52,2371131
19903,2371531,1,2371532
19904,2371707,33,2371740
19905,2371837,28,2371865
19906,2371984,69,2372053
19907,2372283,2,2372285
19908,2372472,15,2372487
19909,2372500,12,2372512
19910,2372609,5,2372614
19911,2372637,23,2372660
19912,2372795,6,2372801
19913,2373085,3,2373088
19914,2373345,16,2373361
19915,2373537,16,2373553
19916,2373700,20,2373720
19917,2373803,3,2373806
19918,2373858,13,2373871
19919,2373891,5,2373896
19920,2373990,5,2373995
19921,2374033,46,2374079
19922,2374100,7,2374107
19923,2374201,18,2374219
19924,2374482,6,2374488
19925,2374529,17,2374546
19926,2374651,20,2374671
19927,2374754,40,2374794
19928,2374966,4,2374970
19929,2375077,7,2375084
19930,2375094,8,2375102
19931,2375401,21,2375422
19932,2375425,27,2375452
19933,2375465,9,2375474
19934,2375797,13,2375810
19935,2376034,3,2376037
19936,2376541,5,2376546
19937,2376585,15,2376600
19938,2376640,11,2376651
19939,2376712,6,2376718
19940,2376842,3,2376845
19941,2377062,17,2377079
19942,2377239,22,2377261
19943,2377496,13,2377509
19944,2377545,22,2377567
19945,2377581,1,2377582
19946,2377619,4,2377623
19947,2377630,18,2377648
19948,2377856,22,2377878
19949,2377887,36,2377923
19950,2378081,13,2378094
19951,2378264,78,2378342
19952,2378410,3,2378413
19953,2378710,22,2378732
19954,2378760,30,2378790
19955,2378816,30,2378846
19956,2378905,48,2378953
19957,2378999,3,2379002
19958,2379036,12,2379048
19959,2379147,20,2379167
19960,2379222,6,2379228
19961,2379395,74,2379469
19962,2379623,2,2379625
19963,2379785,26,2379811
19964,2379861,43,2379904
19965,2379921,2,2379923
19966,2380015,19,2380034
19967,2380111,5,2380116
19968,2380366,5,2380371
19969,2380464,7,2380471
19970,2380475,6,2380481
19971,2380483,34,2380517
19972,2380568,24,2380592
19973,2380642,19,2380661
19974,2380700,1,2380701
19975,2380759,24,2380783
19976,2380826,2,2380828
19977,2380889,19,2380908
19978,2380914,32,2380946
19979,2381060,17,2381077
19980,2381101,3,2381104
19981,2381170,20,2381190
19982,2381251,15,2381266
19983,2381349,14,2381363
19984,2381401,9,2381410
19985,2381442,13,2381455
19986,2381500,46,2381546
19987,2381856,26,2381882
19988,2381971,20,2381991
19989,2382106,3,2382109
19990,2382139,35,2382174
19991,2382194,16,2382210
19992,2382400,25,2382425
19993,2382426,74,2382500
19994,2382579,10,2382589
19995,2382718,1,2382719
19996,2383014,19,2383033
19997,2383239,21,2383260
19998,2383375,1,2383376
19999,2383458,10,2383468
20000,2383547,13,2383560
20001,2383839,6,2383845
20002,2383905,35,2383940
20003,2383993,55,2384048
20004,2384164,10,2384174
20005,2384222,26,2384248
20006,2384266,18,2384284
20007,2384411,17,2384428
20008,2384429,35,2384464
20009,2384518,47,2384565
20010,2384584,7,2384591
20011,2384758,9,2384767
20012,2384807,5,2384812
20013,2385028,22,2385050
20014,2385103,3,2385106
20015,2385202,4,2385206
20016,2385219,13,2385232
20017,2385380,7,2385387
20018,2385924,35,2385959
20019,2385993,13,2386006
20020,2386009,22,2386031
20021,2386232,15,2386247
20022,2386248,3,2386251
20023,2386293,31,2386324
20024,2386331,8,2386339
20025,2386364,34,2386398
20026,2386447,11,2386458
20027,2386547,4,2386551
20028,2386692,16,2386708
20029,2386955,28,2386983
20030,2386995,25,2387020
20031,2387097,10,2387107
20032,2387108,20,2387128
20033,2387165,3,2387168
20034,2387220,43,2387263
20035,2387348,8,2387356
20036,2387373,14,2387387
20037,2387405,37,2387442
20038,2387448,1,2387449
20039,2387618,2,2387620
20040,2387624,24,2387648
20041,2387657,43,2387700
20042,2387826,35,2387861
20043,2387908,17,2387925
20044,2387965,32,2387997
20045,2388036,19,2388055
20046,2388064,12,2388076
20047,2388090,13,2388103
20048,2388222,55,2388277
20049,2388379,39,2388418
20050,2388574,15,2388589
20051,2388882,77,2388959
20052,2389022,22,2389044
20053,2389261,8,2389269
20054,2389278,31,2389309
20055,2389344,11,2389355
20056,2389432,16,2389448
20057,2389489,28,2389517
20058,2389550,53,2389603
20059,2389615,22,2389637
20060,2389654,7,2389661
20061,2389870,1,2389871
20062,2390000,4,2390004
20063,2390008,15,2390023
20064,2390066,6,2390072
20065,2390145,23,2390168
20066,2390279,12,2390291
20067,2390471,6,2390477
20068,2390580,25,2390605
20069,2390717,43,2390760
20070,2390775,27,2390802
20071,2390853,3,2390856
20072,2390902,1,2390903
20073,2391065,45,2391110
20074,2391183,3,2391186
20075,2391205,17,2391222
20076,2391268,8,2391276
20077,2391421,14,2391435
20078,2391634,9,2391643
20079,2391907,28,2391935
20080,2391975,23,2391998
20081,2392128,30,2392158
20082,2392258,10,2392268
20083,2392297,1,2392298
20084,2392629,8,2392637
20085,2392667,54,2392721
20086,2392778,9,2392787
20087,2392836,20,2392856
20088,2392880,13,2392893
20089,2393483,5,2393488
20090,2394213,7,2394220
20091,2394261,10,2394271
20092,2394461,5,2394466
20093,2394576,32,2394608
20094,2394620,120,2394740
20095,2394772,60,2394832
20096,2395010,26,2395036
20097,2395223,2,2395225
20098,2395340,5,2395345
20099,2395377,13,2395390
20100,2395407,6,2395413
20101,2395708,20,2395728
20102,2395732,25,2395757
20103,2395767,7,2395774
20104,2395812,16,2395828
20105,2395830,14,2395844
20106,2395965,3,2395968
20107,2396009,9,2396018
20108,2396037,21,2396058
20109,2396083,13,2396096
20110,2396104,17,2396121
20111,2396141,53,2396194
20112,2396437,2,2396439
20113,2396451,10,2396461
20114,2396647,9,2396656
20115,2396682,16,2396698
20116,2396712,1,2396713
20117,2396716,16,2396732
20118,2396739,25,2396764
20119,2396841,4,2396845
20120,2396859,15,2396874
20121,2396897,8,2396905
20122,2396952,4,2396956
20123,2397089,16,2397105
20124,2397216,10,2397226
20125,2397288,9,2397297
20126,2397454,72,2397526
20127,2397623,19,2397642
20128,2397689,6,2397695
20129,2398041,52,2398093
20130,2398119,13,2398132
20131,2398174,3,2398177
20132,2398302,25,2398327
20133,2398510,19,2398529
20134,2398571,7,2398578
20135,2398627,67,2398694
20136,2398736,20,2398756
20137,2398876,9,2398885
20138,2398889,5,2398894
20139,2398962,38,2399000
20140,2399138,9,2399147
20141,2399258,5,2399263
20142,2399294,9,2399303
20143,2399366,2,2399368
20144,2399471,6,2399477
20145,2399487,3,2399490
20146,2399552,1,2399553
20147,2399579,45,2399624
20148,2399736,37,2399773
20149,2399803,19,2399822
20150,2399917,16,2399933
20151,2399975,21,2399996
20152,2400150,15,2400165
20153,2400212,4,2400216
20154,2400353,11,2400364
20155,2400457,21,2400478
20156,2400631,62,2400693
20157,2400753,16,2400769
20158,2400985,31,2401016
20159,2401320,45,2401365
20160,2401448,18,2401466
20161,2401729,18,2401747
20162,2401828,3,2401831
20163,2401900,57,2401957
20164,2402147,61,2402208
20165,2402249,4,2402253
20166,2402324,60,2402384
20167,2402454,14,2402468
20168,2402546,47,2402593
20169,2402598,9,2402607
20170,2402659,16,2402675
20171,2402877,28,2402905
20172,2402964,2,2402966
20173,2403128,5,2403133
20174,2403474,7,2403481
20175,2403555,26,2403581
20176,2403607,14,2403621
20177,2403638,3,2403641
20178,2403700,48,2403748
20179,2403764,19,2403783
20180,2403853,24,2403877
20181,2403897,3,2403900
20182,2404043,8,2404051
20183,2405006,29,2405035
20184,2405149,1,2405150
20185,2405336,7,2405343
20186,2405363,42,2405405
20187,2405463,1,2405464
20188,2405551,15,2405566
20189,2405655,7,2405662
20190,2405677,10,2405687
20191,2405711,16,2405727
20192,2405796,46,2405842
20193,2406115,20,2406135
20194,2406434,4,2406438
20195,2406736,47,2406783
20196,2406842,3,2406845
20197,2406878,29,2406907
20198,2407286,21,2407307
20199,2407505,16,2407521
20200,2407559,57,2407616
20201,2407957,24,2407981
20202,2408107,11,2408118
20203,2408120,13,2408133
20204,2408167,35,2408202
20205,2408332,14,2408346
20206,2408475,72,2408547
20207,2408613,60,2408673
20208,2408707,7,2408714
20209,2408802,2,2408804
20210,2408819,3,2408822
20211,2408944,44,2408988
20212,2409038,11,2409049
20213,2409053,14,2409067
20214,2409097,5,2409102
20215,2409125,4,2409129
20216,2409203,14,2409217
20217,2409221,25,2409246
20218,2409313,17,2409330
20219,2409370,4,2409374
20220,2409463,20,2409483
20221,2409625,38,2409663
20222,2410050,12,2410062
20223,2410109,16,2410125
20224,2410219,11,2410230
20225,2410379,47,2410426
20226,2410485,20,2410505
20227,2410595,4,2410599
20228,2410840,8,2410848
20229,2410852,2,2410854
20230,2410951,4,2410955
20231,2410991,28,2411019
20232,2411020,52,2411072
20233,2411077,25,2411102
20234,2411117,9,2411126
20235,2411166,22,2411188
20236,2411410,52,2411462
20237,2411475,11,2411486
20238,2411541,11,2411552
20239,2411704,17,2411721
20240,2411914,2,2411916
20241,2412079,54,2412133
20242,2412188,89,2412277
20243,2412493,23,2412516
20244,2412585,7,2412592
20245,2412641,21,2412662
20246,2412682,65,2412747
20247,2412821,40,2412861
20248,2413424,8,2413432
20249,2413450,10,2413460
20250,2413727,16,2413743
20251,2413807,3,2413810
20252,2413812,19,2413831
20253,2413833,12,2413845
20254,2413962,43,2414005
20255,2414055,6,2414061
20256,2414063,7,2414070
20257,2414339,10,2414349
20258,2414380,18,2414398
20259,2414575,5,2414580
20260,2414603,24,2414627
20261,2414656,5,2414661
20262,2414751,4,2414755
20263,2414826,20,2414846
20264,2414924,1,2414925
20265,2415187,13,2415200
20266,2415331,4,2415335
20267,2415409,8,2415417
20268,2415578,1,2415579
20269,2415615,16,2415631
20270,2415693,1,2415694
20271,2415759,4,2415763
20272,2415793,47,2415840
20273,2415887,2,2415889
20274,2416030,9,2416039
20275,2416078,1,2416079
20276,2416715,24,2416739
20277,2416757,16,2416773
20278,2416812,57,2416869
20279,2417051,12,2417063
20280,2417229,5,2417234
20281,2417239,1,2417240
20282,2417385,21,2417406
20283,2417539,13,2417552
20284,2417557,32,2417589
20285,2417594,14,2417608
20286,2417633,11,2417644
20287,2417649,5,2417654
20288,2417888,2,2417890
20289,2417992,1,2417993
20290,2418081,17,2418098
20291,2418117,57,2418174
20292,2418423,8,2418431
20293,2418593,25,2418618
20294,2418650,10,2418660
20295,2418921,11,2418932
20296,2419107,2,2419109
20297,2419144,4,2419148
20298,2419220,50,2419270
20299,2419297,57,2419354
20300,2419376,4,2419380
20301,2419434,15,2419449
20302,2419463,9,2419472
20303,2419477,43,2419520
20304,2419742,41,2419783
20305,2419803,6,2419809
20306,2419868,7,2419875
20307,2419941,46,2419987
20308,2419994,7,2420001
20309,2420055,6,2420061
20310,2420112,7,2420119
20311,2420199,8,2420207
20312,2420235,39,2420274
20313,2420358,96,2420454
20314,2420510,37,2420547
20315,2420770,3,2420773
20316,2420915,14,2420929
20317,2421075,3,2421078
20318,2421163,16,2421179
20319,2421267,4,2421271
20320,2421326,3,2421329
20321,2421454,28,2421482
20322,2421641,54,2421695
20323,2421769,5,2421774
20324,2421843,1,2421844
20325,2421902,15,2421917
20326,2422410,2,2422412
20327,2422464,49,2422513
20328,2422543,69,2422612
20329,2422660,95,2422755
20330,2422868,52,2422920
20331,2422937,6,2422943
20332,2423137,13,2423150
20333,2423194,1,2423195
20334,2423298,101,2423399
20335,2423527,3,2423530
20336,2423598,19,2423617
20337,2423692,2,2423694
20338,2423852,5,2423857
20339,2423969,3,2423972
20340,2424029,5,2424034
20341,2424091,25,2424116
20342,2424182,11,2424193
20343,2424324,7,2424331
20344,2424588,9,2424597
20345,2424719,1,2424720
20346,2424764,4,2424768
20347,2424773,13,2424786
20348,2424977,13,2424990
20349,2425046,33,2425079
20350,2425299,17,2425316
20351,2425475,8,2425483
20352,2425531,23,2425554
20353,2425880,2,2425882
20354,2425891,5,2425896
20355,2425916,8,2425924
20356,2425954,37,2425991
20357,2426088,18,2426106
20358,2426178,5,2426183
20359,2426710,42,2426752
20360,2426760,20,2426780
20361,2426933,8,2426941
20362,2426985,43,2427028
20363,2427085,14,2427099
20364,2427120,6,2427126
20365,2427138,14,2427152
20366,2427165,28,2427193
20367,2427386,21,2427407
20368,2427607,19,2427626
20369,2427670,16,2427686
20370,2427847,29,2427876
20371,2428099,1,2428100
20372,2428234,3,2428237
20373,2428398,25,2428423
20374,2428476,12,2428488
20375,2428612,43,2428655
20376,2428679,23,2428702
20377,2428802,11,2428813
20378,2428862,14,2428876
20379,2428897,6,2428903
20380,2428918,17,2428935
20381,2429480,31,2429511
20382,2429678,80,2429758
20383,2430152,2,2430154
20384,2430251,23,2430274
20385,2430302,31,2430333
20386,2430380,15,2430395
20387,2430516,2,2430518
20388,2430631,26,2430657
20389,2430724,37,2430761
20390,2430816,13,2430829
20391,2430856,18,2430874
20392,2430921,40,2430961
20393,2431014,88,2431102
20394,2431162,3,2431165
20395,2431284,1,2431285
20396,2431358,15,2431373
20397,2431445,3,2431448
20398,2431596,16,2431612
20399,2431749,10,2431759
20400,2431801,36,2431837
20401,2432055,23,2432078
20402,2432103,39,2432142
20403,2432170,9,2432179
20404,2432267,18,2432285
20405,2432303,15,2432318
20406,2432383,14,2432397
20407,2432487,27,2432514
20408,2432669,14,2432683
20409,2432724,3,2432727
20410,2432833,11,2432844
20411,2432992,108,2433100
20412,2433226,34,2433260
20413,2433372,10,2433382
20414,2433422,42,2433464
20415,2433489,6,2433495
20416,2433531,88,2433619
20417,2433859,11,2433870
20418,2433955,31,2433986
20419,2434010,2,2434012
20420,2434368,33,2434401
20421,2434498,8,2434506
20422,2434614,17,2434631
20423,2434670,10,2434680
20424,2434717,4,2434721
20425,2435113,10,2435123
20426,2435174,51,2435225
20427,2435290,20,2435310
20428,2435457,15,2435472
20429,2435666,31,2435697
20430,2435723,47,2435770
20431,2435838,6,2435844
20432,2435855,51,2435906
20433,2436001,15,2436016
20434,2436074,35,2436109
20435,2436175,1,2436176
20436,2436193,13,2436206
20437,2436507,62,2436569
20438,2436578,9,2436587
20439,2436591,19,2436610
20440,2436621,27,2436648
20441,2436690,17,2436707
20442,2436792,1,2436793
20443,2436886,11,2436897
20444,2436934,2,2436936
20445,2437054,15,2437069
20446,2437128,11,2437139
20447,2437336,20,2437356
20448,2437470,15,2437485
20449,2437635,10,2437645
20450,2437770,12,2437782
20451,2437981,10,2437991
20452,2438062,78,2438140
20453,2438531,42,2438573
20454,2438579,16,2438595
20455,2438795,33,2438828
20456,2438887,6,2438893
20457,2439014,33,2439047
20458,2439160,66,2439226
20459,2439385,28,2439413
20460,2439463,8,2439471
20461,2439620,66,2439686
20462,2439993,12,2440005
20463,2440011,14,2440025
20464,2440132,46,2440178
20465,2440184,15,2440199
20466,2440283,62,2440345
20467,2440389,7,2440396
20468,2440408,29,2440437
20469,2440591,5,2440596
20470,2440648,16,2440664
20471,2440702,46,2440748
20472,2440788,3,2440791
20473,2441108,3,2441111
20474,2441176,47,2441223
20475,2441248,21,2441269
20476,2441290,14,2441304
20477,2441423,30,2441453
20478,2441535,1,2441536
20479,2441718,25,2441743
20480,2441754,46,2441800
20481,2442032,8,2442040
20482,2442131,10,2442141
20483,2442241,7,2442248
20484,2442456,12,2442468
20485,2442474,2,2442476
20486,2442680,45,2442725
20487,2442823,1,2442824
20488,2442843,15,2442858
20489,2442908,15,2442923
20490,2442938,66,2443004
20491,2443548,72,2443620
20492,2443639,55,2443694
20493,2443728,7,2443735
20494,2443751,24,2443775
20495,2443934,12,2443946
20496,2444306,2,2444308
20497,2444343,3,2444346
20498,2444560,6,2444566
20499,2444666,26,2444692
20500,2444878,1,2444879
20501,2444955,13,2444968
20502,2445052,19,2445071
20503,2445077,17,2445094
20504,2445189,22,2445211
20505,2445247,3,2445250
20506,2445305,48,2445353
20507,2445370,27,2445397
20508,2445589,22,2445611
20509,2445612,3,2445615
20510,2445836,12,2445848
20511,2445892,24,2445916
20512,2445929,1,2445930
20513,2445939,6,2445945
20514,2446077,30,2446107
20515,2446172,9,2446181
20516,2446187,15,2446202
20517,2446459,9,2446468
20518,2446614,20,2446634
20519,2446794,48,2446842
20520,2446911,6,2446917
20521,2446949,28,2446977
20522,2447038,9,2447047
20523,2447158,4,2447162
20524,2447217,13,2447230
20525,2447305,8,2447313
20526,2447479,5,2447484
20527,2447580,6,2447586
20528,2447607,4,2447611
20529,2447671,8,2447679
20530,2447712,3,2447715
20531,2447773,9,2447782
20532,2447800,18,2447818
20533,2447847,7,2447854
20534,2447929,34,2447963
20535,2448000,13,2448013
20536,2448325,2,2448327
20537,2448460,4,2448464
20538,2448616,10,2448626
20539,2448792,19,2448811
20540,2448906,44,2448950
20541,2449152,3,2449155
20542,2449174,22,2449196
20543,2449287,11,2449298
20544,2449554,19,2449573
20545,2449610,35,2449645
20546,2449789,24,2449813
20547,2450267,73,2450340
20548,2450354,25,2450379
20549,2450396,9,2450405
20550,2450444,17,2450461
20551,2450513,11,2450524
20552,2450815,21,2450836
20553,2450918,3,2450921
20554,2451209,26,2451235
20555,2451329,4,2451333
20556,2451388,6,2451394
20557,2451468,2,2451470
20558,2451512,101,2451613
20559,2451667,19,2451686
20560,2451689,9,2451698
20561,2451719,12,2451731
20562,2451744,8,2451752
20563,2451922,9,2451931
20564,2452007,15,2452022
20565,2452149,1,2452150
20566,2452204,53,2452257
20567,2452260,22,2452282
20568,2452582,30,2452612
20569,2452646,37,2452683
20570,2452757,8,2452765
20571,2452869,13,2452882
20572,2452911,37,2452948
20573,2453001,3,2453004
20574,2453020,5,2453025
20575,2453464,8,2453472
20576,2453545,10,2453555
20577,2453650,27,2453677
20578,2453704,12,2453716
20579,2453770,19,2453789
20580,2453804,10,2453814
20581,2453917,20,2453937
20582,2453963,10,2453973
20583,2454351,46,2454397
20584,2454425,5,2454430
20585,2454553,9,2454562
20586,2454671,4,2454675
20587,2454705,71,2454776
20588,2454858,36,2454894
20589,2454971,32,2455003
20590,2455051,2,2455053
20591,2455087,42,2455129
20592,2455167,20,2455187
20593,2455204,2,2455206
20594,2455542,19,2455561
20595,2455720,7,2455727
20596,2455861,7,2455868
20597,2455970,18,2455988
20598,2456018,1,2456019
20599,2456065,14,2456079
20600,2456211,7,2456218
20601,2456347,3,2456350
20602,2456374,7,2456381
20603,2456428,3,2456431
20604,2456521,11,2456532
20605,2456544,13,2456557
20606,2456573,22,2456595
20607,2456640,20,2456660
20608,2456680,41,2456721
20609,2456889,1,2456890
20610,2457063,33,2457096
20611,2457130,3,2457133
20612,2457208,13,2457221
20613,2457244,5,2457249
20614,2457398,23,2457421
20615,2457518,5,2457523
20616,2457592,9,2457601
20617,2457603,82,2457685
20618,2457823,1,2457824
20619,2457895,14,2457909
20620,2457936,36,2457972
20621,2458212,49,2458261
20622,2458332,8,2458340
20623,2459052,9,2459061
20624,2459161,5,2459166
20625,2459339,7,2459346
20626,2459451,42,2459493
20627,2459521,37,2459558
20628,2459610,44,2459654
20629,2459899,31,2459930
20630,2460065,10,2460075
20631,2460082,6,2460088
20632,2460399,18,2460417
20633,2460419,39,2460458
20634,2460575,13,2460588
20635,2460659,6,2460665
20636,2460709,38,2460747
20637,2460933,14,2460947
20638,2461035,33,2461068
20639,2461276,25,2461301
20640,2461349,7,2461356
20641,2461430,7,2461437
20642,2461472,34,2461506
20643,2461694,17,2461711
20644,2461731,74,2461805
20645,2461957,6,2461963
20646,2462003,55,2462058
20647,2462215,10,2462225
20648,2462343,66,2462409
20649,2462502,2,2462504
20650,2462529,37,2462566
20651,2462576,2,2462578
20652,2462645,34,2462679
20653,2462868,36,2462904
20654,2463067,1,2463068
20655,2463079,13,2463092
20656,2463128,37,2463165
20657,2463318,6,2463324
20658,2463582,18,2463600
20659,2463682,5,2463687
20660,2463852,21,2463873
20661,2463916,15,2463931
20662,2464030,14,2464044
20663,2464061,10,2464071
20664,2464404,10,2464414
20665,2464432,4,2464436
20666,2464473,12,2464485
20667,2464562,23,2464585
20668,2464692,20,2464712
20669,2464945,7,2464952
20670,2464992,28,2465020
20671,2465296,17,2465313
20672,2465324,46,2465370
20673,2465426,31,2465457
20674,2465896,2,2465898
20675,2465968,9,2465977
20676,2465979,9,2465988
20677,2466077,2,2466079
20678,2466162,15,2466177
20679,2466355,21,2466376
20680,2466400,17,2466417
20681,2466434,48,2466482
20682,2466898,64,2466962
20683,2466969,9,2466978
20684,2467023,22,2467045
20685,2467079,5,2467084
20686,2467187,32,2467219
20687,2467295,21,2467316
20688,2467360,67,2467427
20689,2467791,6,2467797
20690,2467990,16,2468006
20691,2468073,9,2468082
20692,2468231,14,2468245
20693,2468335,30,2468365
20694,2468613,9,2468622
20695,2468779,29,2468808
20696,2468910,43,2468953
20697,2469350,11,2469361
20698,2469418,35,2469453
20699,2469514,8,2469522
20700,2469648,8,2469656
20701,2469765,5,2469770
20702,2469852,2,2469854
20703,2470071,16,2470087
20704,2470107,1,2470108
20705,2470112,12,2470124
20706,2470283,19,2470302
20707,2470433,3,2470436
20708,2470495,29,2470524
20709,2470532,3,2470535
20710,2470730,4,2470734
20711,2470789,15,2470804
20712,2470842,41,2470883
20713,2470983,33,2471016
20714,2471234,16,2471250
20715,2471439,2,2471441
20716,2471455,8,2471463
20717,2471600,9,2471609
20718,2471675,11,2471686
20719,2471688,9,2471697
20720,2471817,19,2471836
20721,2471856,14,2471870
20722,2472095,27,2472122
20723,2472220,10,2472230
20724,2472376,3,2472379
20725,2472472,26,2472498
20726,2472592,33,2472625
20727,2472773,25,2472798
20728,2472917,15,2472932
20729,2473011,6,2473017
20730,2473022,23,2473045
20731,2473145,11,2473156
20732,2473271,4,2473275
20733,2473460,13,2473473
20734,2473477,11,2473488
20735,2473538,41,2473579
20736,2473653,15,2473668
20737,2473753,24,2473777
20738,2473852,41,2473893
20739,2473920,12,2473932
20740,2474046,1,2474047
20741,2474178,45,2474223
20742,2474288,10,2474298
20743,2474601,24,2474625
20744,2474649,4,2474653
20745,2474993,29,2475022
20746,2475028,7,2475035
20747,2475067,8,2475075
20748,2475126,3,2475129
20749,2475215,14,2475229
20750,2475290,39,2475329
20751,2475468,24,2475492
20752,2475518,60,2475578
20753,2475602,20,2475622
20754,2475809,9,2475818
20755,2475821,28,2475849
20756,2475904,19,2475923
20757,2476179,16,2476195
20758,2476196,8,2476204
20759,2476237,20,2476257
20760,2476393,61,2476454
20761,2476652,18,2476670
20762,2476671,70,2476741
20763,2476878,42,2476920
20764,2477056,26,2477082
20765,2477157,6,2477163
20766,2477252,5,2477257
20767,2477331,8,2477339
20768,2477853,48,2477901
20769,2478055,42,2478097
20770,2478130,68,2478198
20771,2478235,39,2478274
20772,2478316,2,2478318
20773,2478382,24,2478406
20774,2478529,5,2478534
20775,2478565,3,2478568
20776,2478651,20,2478671
20777,2478807,13,2478820
20778,2479005,45,2479050
20779,2479187,48,2479235
20780,2479303,24,2479327
20781,2479395,9,2479404
20782,2479475,3,2479478
20783,2479578,25,2479603
20784,2479689,27,2479716
20785,2479811,19,2479830
20786,2479881,12,2479893
20787,2479902,2,2479904
20788,2480077,19,2480096
20789,2480145,6,2480151
20790,2480226,18,2480244
20791,2480342,10,2480352
20792,2480513,28,2480541
20793,2480548,16,2480564
20794,2480626,4,2480630
20795,2480680,39,2480719
20796,2480738,15,2480753
