,Start,Duration,End
2781,327618,51,327669
2782,327874,3,327877
2783,327915,2,327917
2784,327962,6,327968
2785,327988,20,328008
2786,328121,2,328123
2787,328134,48,328182
2788,328298,5,328303
2789,328400,8,328408
2790,328427,9,328436
2791,328753,37,328790
2792,328839,24,328863
2793,328935,1,328936
2794,328987,1,328988
2795,328996,31,329027
2796,329066,41,329107
2797,329164,26,329190
2798,329224,20,329244
2799,329314,33,329347
2800,329468,24,329492
2801,329539,17,329556
2802,329742,16,329758
2803,329845,14,329859
2804,329885,12,329897
2805,329910,11,329921
2806,330087,22,330109
2807,330135,1,330136
2808,330191,1,330192
2809,330264,12,330276
2810,330382,2,330384
2811,330385,3,330388
2812,330400,99,330499
2813,330572,3,330575
2814,330776,27,330803
2815,330807,23,330830
2816,331077,15,331092
2817,331103,19,331122
2818,331297,28,331325
2819,331475,4,331479
2820,331593,17,331610
2821,331947,29,331976
2822,332008,25,332033
2823,332190,2,332192
2824,332240,2,332242
2825,332308,17,332325
2826,332432,5,332437
2827,332456,3,332459
2828,332566,17,332583
2829,332605,74,332679
2830,332756,59,332815
2831,332862,40,332902
2832,333062,52,333114
2833,333184,4,333188
2834,333256,4,333260
2835,333305,10,333315
2836,333373,12,333385
2837,333406,40,333446
2838,333530,10,333540
2839,333596,38,333634
2840,333717,22,333739
2841,333932,85,334017
2842,334078,24,334102
2843,334116,33,334149
2844,334298,9,334307
2845,334336,14,334350
2846,334352,21,334373
2847,334411,30,334441
2848,334517,7,334524
2849,334624,20,334644
2850,334728,33,334761
2851,334799,8,334807
2852,334840,58,334898
2853,335137,51,335188
2854,335307,7,335314
2855,335331,59,335390
2856,335404,12,335416
2857,335557,8,335565
2858,335590,21,335611
2859,335620,6,335626
2860,335808,19,335827
2861,336192,30,336222
2862,336316,37,336353
2863,336408,32,336440
2864,336475,2,336477
2865,336631,24,336655
2866,336765,24,336789
2867,336886,7,336893
2868,336940,38,336978
2869,336992,1,336993
2870,337000,1,337001
2871,337002,45,337047
2872,337068,29,337097
2873,337184,19,337203
2874,337504,12,337516
2875,337551,22,337573
2876,337690,9,337699
2877,337704,13,337717
2878,337850,22,337872
2879,337960,28,337988
2880,338082,11,338093
2881,338109,7,338116
2882,338294,36,338330
2883,338336,20,338356
2884,338368,6,338374
2885,338453,8,338461
2886,338538,1,338539
2887,338568,8,338576
2888,338620,24,338644
2889,338659,34,338693
2890,338747,12,338759
2891,338760,23,338783
2892,338790,22,338812
2893,339120,4,339124
2894,339298,15,339313
2895,339395,9,339404
2896,339797,12,339809
2897,339937,16,339953
2898,339990,12,340002
2899,340146,88,340234
2900,340438,32,340470
2901,340477,16,340493
2902,340530,16,340546
2903,340668,30,340698
2904,340742,39,340781
2905,340821,2,340823
2906,340998,14,341012
2907,341029,111,341140
2908,341219,11,341230
2909,341357,8,341365
2910,341421,6,341427
2911,341607,29,341636
2912,341638,22,341660
2913,341898,4,341902
2914,341922,3,341925
2915,341956,24,341980
2916,342328,26,342354
2917,342569,1,342570
2918,342590,28,342618
2919,342990,25,343015
2920,343352,58,343410
2921,343446,37,343483
2922,343546,16,343562
2923,343696,2,343698
2924,343883,15,343898
2925,343983,5,343988
2926,343999,19,344018
2927,344030,13,344043
2928,344187,43,344230
2929,344272,59,344331
2930,344400,2,344402
2931,344536,4,344540
2932,344909,31,344940
2933,344969,4,344973
2934,345002,23,345025
2935,345054,32,345086
2936,345087,22,345109
2937,345147,7,345154
2938,345204,9,345213
2939,345279,78,345357
2940,345379,24,345403
2941,345560,5,345565
2942,345807,27,345834
2943,345848,12,345860
2944,345938,11,345949
2945,345987,53,346040
2946,346047,52,346099
2947,346151,20,346171
2948,346269,28,346297
2949,346442,15,346457
2950,346476,8,346484
2951,346780,13,346793
2952,346810,52,346862
2953,346905,34,346939
2954,347058,17,347075
2955,347213,4,347217
2956,347313,11,347324
2957,347388,7,347395
2958,347539,2,347541
2959,347589,6,347595
2960,347634,32,347666
2961,347786,13,347799
2962,347864,13,347877
2963,347878,14,347892
2964,347896,22,347918
2965,347937,23,347960
2966,348040,22,348062
2967,348069,16,348085
2968,348193,17,348210
2969,348331,13,348344
2970,348604,14,348618
2971,348635,1,348636
2972,348651,4,348655
2973,348697,27,348724
2974,348749,19,348768
2975,348808,24,348832
2976,348884,36,348920
2977,348954,10,348964
2978,349079,9,349088
2979,349194,8,349202
2980,349478,3,349481
2981,349497,87,349584
2982,349590,9,349599
2983,349683,24,349707
2984,349780,26,349806
2985,349902,15,349917
2986,349925,69,349994
2987,350115,23,350138
2988,350148,27,350175
2989,350227,41,350268
2990,350363,20,350383
2991,350386,11,350397
2992,350405,4,350409
2993,350575,22,350597
2994,350657,59,350716
2995,350772,42,350814
2996,350953,33,350986
2997,351085,50,351135
2998,351178,9,351187
2999,351668,1,351669
3000,351677,17,351694
3001,351931,45,351976
3002,351980,11,351991
3003,352021,7,352028
3004,352048,70,352118
3005,352165,29,352194
3006,352284,1,352285
3007,352336,26,352362
3008,352452,14,352466
3009,352605,5,352610
3010,352673,9,352682
3011,352695,30,352725
3012,352868,16,352884
3013,352903,46,352949
3014,353136,54,353190
3015,353373,7,353380
3016,353420,8,353428
3017,353438,9,353447
3018,353511,19,353530
3019,353613,7,353620
3020,353633,11,353644
3021,353685,35,353720
3022,353730,64,353794
3023,353923,37,353960
3024,353977,34,354011
3025,354158,21,354179
3026,354226,15,354241
3027,354260,19,354279
3028,354281,5,354286
3029,354430,7,354437
3030,354544,2,354546
3031,354602,23,354625
3032,354642,47,354689
3033,354698,23,354721
3034,354727,11,354738
3035,354832,36,354868
3036,355001,15,355016
3037,355046,18,355064
3038,355182,49,355231
3039,355517,12,355529
3040,355568,48,355616
3041,355655,1,355656
3042,355694,60,355754
3043,355835,20,355855
3044,355869,41,355910
3045,355988,34,356022
3046,356085,35,356120
3047,356275,15,356290
3048,356440,13,356453
3049,356560,6,356566
3050,356655,19,356674
3051,356700,39,356739
3052,356748,3,356751
3053,356978,9,356987
3054,357110,2,357112
3055,357121,7,357128
3056,357528,10,357538
3057,357561,24,357585
3058,357775,2,357777
3059,358026,29,358055
3060,358238,19,358257
3061,358272,54,358326
3062,358504,2,358506
3063,358638,12,358650
3064,358792,3,358795
3065,358823,1,358824
3066,358850,14,358864
3067,358930,4,358934
3068,358935,16,358951
3069,358988,8,358996
3070,359133,8,359141
3071,359162,6,359168
3072,359493,2,359495
3073,359513,6,359519
3074,359634,16,359650
3075,359651,14,359665
3076,359669,18,359687
3077,359725,6,359731
3078,359916,10,359926
3079,359932,18,359950
3080,360040,36,360076
3081,360104,6,360110
3082,360170,5,360175
3083,360385,11,360396
3084,360487,4,360491
3085,360522,26,360548
3086,360561,60,360621
3087,360816,3,360819
3088,360846,1,360847
3089,360890,4,360894
3090,360921,13,360934
3091,361062,3,361065
3092,361143,12,361155
3093,361165,3,361168
3094,361206,8,361214
3095,361239,16,361255
3096,361284,44,361328
3097,361343,15,361358
3098,361512,31,361543
3099,361673,3,361676
3100,361772,28,361800
3101,361806,29,361835
3102,361840,3,361843
3103,361879,8,361887
3104,361983,13,361996
3105,362148,21,362169
3106,362229,2,362231
3107,362264,2,362266
3108,362359,18,362377
3109,362398,25,362423
3110,362516,49,362565
3111,362642,14,362656
3112,362777,8,362785
3113,362833,4,362837
3114,362874,5,362879
3115,362909,13,362922
3116,362985,8,362993
3117,363092,56,363148
3118,363156,123,363279
3119,363371,58,363429
3120,363508,14,363522
3121,363669,59,363728
3122,363833,9,363842
3123,363884,21,363905
3124,364055,6,364061
3125,364080,35,364115
3126,364165,5,364170
3127,364176,2,364178
3128,364204,6,364210
3129,364436,84,364520
3130,364550,5,364555
3131,364561,12,364573
3132,364773,48,364821
3133,364877,17,364894
3134,364912,26,364938
3135,365040,12,365052
3136,365087,49,365136
3137,365188,9,365197
3138,365232,34,365266
3139,365271,1,365272
3140,365353,52,365405
3141,365705,11,365716
3142,365768,11,365779
3143,365851,2,365853
3144,365935,20,365955
3145,366087,88,366175
3146,366460,15,366475
3147,366536,92,366628
3148,366715,38,366753
3149,366768,8,366776
3150,366795,6,366801
3151,366998,12,367010
3152,367032,42,367074
3153,367098,29,367127
3154,367363,2,367365
3155,367457,21,367478
3156,367480,21,367501
3157,367592,14,367606
3158,367795,8,367803
3159,367889,3,367892
3160,367897,13,367910
3161,368005,16,368021
3162,368065,2,368067
3163,368366,5,368371
3164,368412,5,368417
3165,368449,27,368476
3166,368702,17,368719
3167,368938,12,368950
3168,369105,2,369107
3169,369153,9,369162
3170,369301,50,369351
3171,369594,65,369659
3172,369681,2,369683
3173,369749,16,369765
3174,369766,25,369791
3175,369909,7,369916
3176,369956,1,369957
3177,369962,13,369975
3178,370038,2,370040
3179,370117,7,370124
3180,370231,2,370233
3181,370382,37,370419
3182,370677,11,370688
3183,370823,14,370837
3184,371109,2,371111
3185,371171,12,371183
3186,371214,21,371235
3187,371268,14,371282
3188,371306,9,371315
3189,371432,31,371463
3190,371626,5,371631
3191,371742,22,371764
3192,371833,58,371891
3193,372007,5,372012
3194,372032,7,372039
3195,372213,9,372222
3196,372368,24,372392
3197,372464,29,372493
3198,372569,2,372571
3199,372656,6,372662
3200,372667,13,372680
3201,372693,10,372703
3202,372748,13,372761
3203,372835,39,372874
3204,372899,24,372923
3205,372980,7,372987
3206,372990,39,373029
3207,373124,5,373129
3208,373253,3,373256
3209,373282,51,373333
3210,373348,11,373359
3211,373482,16,373498
3212,373585,11,373596
3213,373643,10,373653
3214,373681,7,373688
3215,373722,27,373749
3216,374106,7,374113
3217,374185,6,374191
3218,374284,94,374378
3219,374424,28,374452
3220,374488,22,374510
3221,374556,27,374583
3222,374646,42,374688
3223,374753,41,374794
3224,374829,24,374853
3225,374872,58,374930
3226,375154,47,375201
3227,375392,37,375429
3228,375557,29,375586
3229,375606,18,375624
3230,375789,4,375793
3231,375813,30,375843
3232,375954,22,375976
3233,376124,7,376131
3234,376289,3,376292
3235,376439,4,376443
3236,376621,14,376635
3237,376856,4,376860
3238,376864,29,376893
3239,376948,13,376961
3240,376972,28,377000
3241,377183,43,377226
3242,377349,35,377384
3243,377402,27,377429
3244,377551,35,377586
3245,377821,21,377842
3246,377881,27,377908
3247,378064,12,378076
3248,378227,3,378230
3249,378254,33,378287
3250,378295,3,378298
3251,378312,21,378333
3252,378364,7,378371
3253,378406,34,378440
3254,378456,1,378457
3255,378487,16,378503
3256,378587,19,378606
3257,378655,18,378673
3258,378887,6,378893
3259,379068,9,379077
3260,379112,44,379156
3261,379165,15,379180
3262,379243,9,379252
3263,379362,21,379383
3264,379412,8,379420
3265,379472,3,379475
3266,379517,39,379556
3267,379583,4,379587
3268,379690,3,379693
3269,379864,16,379880
3270,379972,20,379992
3271,380040,4,380044
3272,380381,13,380394
3273,380455,7,380462
3274,380570,4,380574
3275,380728,9,380737
3276,380788,41,380829
3277,381177,20,381197
3278,381226,70,381296
3279,381553,11,381564
3280,381619,36,381655
3281,381813,25,381838
3282,381891,4,381895
3283,381971,14,381985
3284,382139,66,382205
3285,382265,5,382270
3286,382272,12,382284
3287,382514,9,382523
3288,382560,10,382570
3289,382749,6,382755
3290,382847,27,382874
3291,382999,6,383005
3292,383035,46,383081
3293,383192,10,383202
3294,383460,19,383479
3295,383493,24,383517
3296,383577,26,383603
3297,383645,9,383654
3298,383657,5,383662
3299,383751,31,383782
3300,383924,71,383995
3301,384085,1,384086
3302,384275,23,384298
3303,384307,17,384324
3304,384382,9,384391
3305,384401,15,384416
3306,384511,7,384518
3307,384612,4,384616
3308,384697,4,384701
3309,384710,24,384734
3310,384752,10,384762
3311,384815,19,384834
3312,385144,13,385157
3313,385185,10,385195
3314,385236,57,385293
3315,385327,5,385332
3316,385415,21,385436
3317,385463,18,385481
3318,385507,101,385608
3319,385666,18,385684
3320,385730,10,385740
3321,385766,24,385790
3322,385939,8,385947
3323,386030,7,386037
3324,386072,4,386076
3325,386122,4,386126
3326,386138,7,386145
3327,386150,12,386162
3328,386377,60,386437
3329,386691,17,386708
3330,386781,12,386793
3331,386889,50,386939
3332,387091,25,387116
3333,387216,17,387233
3334,387275,6,387281
3335,387448,3,387451
3336,387630,9,387639
3337,387724,31,387755
3338,387923,10,387933
3339,387970,12,387982
3340,388013,7,388020
3341,388053,26,388079
3342,388300,18,388318
3343,388344,20,388364
3344,388573,39,388612
3345,388900,30,388930
3346,388990,14,389004
3347,389068,20,389088
3348,389115,10,389125
3349,389258,12,389270
3350,389387,12,389399
3351,389686,12,389698
3352,389848,18,389866
3353,389872,5,389877
3354,389907,19,389926
3355,389955,5,389960
3356,390001,7,390008
3357,390150,14,390164
3358,390200,5,390205
3359,390237,40,390277
3360,390464,4,390468
3361,390694,1,390695
3362,390777,69,390846
3363,390915,6,390921
3364,391278,29,391307
3365,391413,17,391430
3366,391481,4,391485
3367,391648,15,391663
3368,391846,58,391904
3369,391961,18,391979
3370,392030,2,392032
3371,392149,18,392167
3372,392368,15,392383
3373,392459,7,392466
3374,392590,34,392624
3375,392640,5,392645
3376,392696,5,392701
3377,392823,6,392829
3378,392889,71,392960
3379,393531,20,393551
3380,393598,23,393621
3381,393718,16,393734
3382,393740,1,393741
3383,393834,2,393836
3384,393953,5,393958
3385,393982,3,393985
3386,394019,68,394087
3387,394321,12,394333
3388,394444,1,394445
3389,394459,27,394486
3390,394509,18,394527
3391,394673,5,394678
3392,394724,25,394749
3393,394857,25,394882
3394,394897,8,394905
3395,394960,6,394966
3396,394985,5,394990
3397,395042,64,395106
3398,395273,46,395319
3399,395508,41,395549
3400,395649,14,395663
3401,395792,1,395793
3402,395995,5,396000
3403,396087,35,396122
3404,396367,79,396446
3405,396588,18,396606
3406,396677,58,396735
3407,396838,14,396852
3408,396853,45,396898
3409,396983,2,396985
3410,397020,51,397071
3411,397424,2,397426
3412,397495,21,397516
3413,397536,20,397556
3414,397601,10,397611
3415,397615,2,397617
3416,397619,21,397640
3417,397737,20,397757
3418,397761,13,397774
3419,397805,14,397819
3420,397841,3,397844
3421,397852,14,397866
3422,397979,12,397991
3423,398117,68,398185
3424,398219,5,398224
3425,398246,40,398286
3426,398353,14,398367
3427,398417,45,398462
3428,398490,50,398540
3429,398600,40,398640
3430,398652,2,398654
3431,398677,13,398690
3432,398783,42,398825
3433,398891,2,398893
3434,398904,18,398922
3435,399171,8,399179
3436,399284,7,399291
3437,399324,5,399329
3438,399380,3,399383
3439,399413,85,399498
3440,399566,5,399571
3441,399676,61,399737
3442,399766,20,399786
3443,399808,2,399810
3444,399812,34,399846
3445,399888,20,399908
3446,399965,47,400012
3447,400076,10,400086
3448,400113,15,400128
3449,400313,21,400334
3450,400363,56,400419
3451,400513,3,400516
3452,400580,18,400598
3453,400748,1,400749
3454,400824,12,400836
3455,400862,5,400867
3456,400877,20,400897
3457,400946,74,401020
3458,401044,8,401052
3459,401205,33,401238
3460,401373,2,401375
3461,401454,67,401521
3462,401552,12,401564
3463,401661,30,401691
3464,401743,21,401764
3465,401810,35,401845
3466,401921,5,401926
3467,401984,25,402009
3468,402029,5,402034
3469,402076,4,402080
3470,402152,21,402173
3471,402325,5,402330
3472,402424,38,402462
3473,402642,21,402663
3474,402787,26,402813
3475,402905,6,402911
3476,403000,11,403011
3477,403039,33,403072
3478,403110,102,403212
3479,403263,14,403277
3480,403327,15,403342
3481,403433,24,403457
3482,403597,86,403683
3483,404064,10,404074
3484,404087,38,404125
3485,404236,15,404251
3486,404451,17,404468
3487,404818,4,404822
3488,404902,71,404973
3489,405047,16,405063
3490,405066,3,405069
3491,405095,19,405114
3492,405197,19,405216
3493,405364,24,405388
3494,405519,12,405531
3495,405601,31,405632
3496,405633,7,405640
3497,405672,1,405673
3498,405980,1,405981
3499,406047,24,406071
3500,406303,15,406318
3501,406461,62,406523
3502,406545,25,406570
3503,406703,19,406722
3504,406834,9,406843
3505,406970,4,406974
3506,406991,2,406993
3507,407004,4,407008
3508,407124,5,407129
3509,407166,10,407176
3510,407204,18,407222
3511,407277,1,407278
3512,407383,25,407408
3513,407470,9,407479
3514,407563,4,407567
3515,407584,2,407586
3516,407591,22,407613
3517,407709,33,407742
3518,407879,1,407880
3519,408040,9,408049
3520,408376,7,408383
3521,408439,1,408440
3522,408454,2,408456
3523,408558,5,408563
3524,408609,16,408625
3525,408732,21,408753
3526,409044,7,409051
3527,409165,8,409173
3528,409222,14,409236
3529,409358,28,409386
3530,409499,2,409501
3531,409558,2,409560
3532,409772,14,409786
3533,409955,43,409998
3534,410337,32,410369
3535,410504,13,410517
3536,410605,11,410616
3537,410720,43,410763
3538,410796,21,410817
3539,410964,6,410970
3540,410982,12,410994
3541,411022,67,411089
3542,411162,33,411195
3543,411289,8,411297
3544,411312,43,411355
3545,411480,18,411498
3546,411540,24,411564
3547,411716,93,411809
3548,411898,1,411899
3549,412017,11,412028
3550,412106,15,412121
3551,412179,21,412200
3552,412209,7,412216
3553,412253,15,412268
3554,412334,6,412340
3555,412516,32,412548
3556,412615,23,412638
3557,412663,3,412666
3558,412757,28,412785
3559,412849,64,412913
3560,413135,74,413209
3561,413257,1,413258
3562,413483,9,413492
3563,413515,33,413548
3564,413650,4,413654
3565,413671,5,413676
3566,413705,32,413737
3567,413848,2,413850
3568,414048,10,414058
3569,414134,39,414173
3570,414211,18,414229
3571,414338,22,414360
3572,414512,26,414538
3573,414814,15,414829
3574,415122,58,415180
3575,415229,5,415234
3576,415513,7,415520
3577,415539,1,415540
3578,415686,29,415715
3579,415721,7,415728
3580,415735,15,415750
3581,415823,49,415872
3582,415937,20,415957
3583,416059,4,416063
3584,416075,30,416105
3585,416108,4,416112
3586,416296,30,416326
3587,416343,48,416391
3588,416735,4,416739
3589,416870,20,416890
3590,417051,2,417053
3591,417131,5,417136
3592,417173,28,417201
3593,417450,7,417457
3594,417502,22,417524
3595,417545,32,417577
3596,417614,10,417624
3597,417632,19,417651
3598,417676,3,417679
3599,417687,12,417699
3600,417734,6,417740
3601,417785,18,417803
3602,417828,39,417867
3603,417981,11,417992
3604,418024,14,418038
3605,418049,54,418103
3606,418111,37,418148
3607,418636,56,418692
3608,418859,12,418871
3609,418896,18,418914
3610,419126,3,419129
3611,419344,10,419354
3612,419655,23,419678
3613,419833,40,419873
3614,419956,13,419969
3615,419973,16,419989
3616,420128,17,420145
3617,420226,13,420239
3618,420338,26,420364
3619,420761,41,420802
3620,420846,35,420881
3621,420994,23,421017
3622,421102,2,421104
3623,421122,20,421142
3624,421193,28,421221
3625,421267,7,421274
3626,421333,37,421370
3627,421525,7,421532
3628,421548,28,421576
3629,421834,1,421835
3630,422101,8,422109
3631,422115,7,422122
3632,422598,6,422604
3633,422988,32,423020
3634,423201,76,423277
3635,423554,13,423567
3636,423576,34,423610
3637,423615,49,423664
3638,423722,7,423729
3639,423952,40,423992
3640,424010,9,424019
3641,424042,64,424106
3642,424116,12,424128
3643,424280,7,424287
3644,424390,23,424413
3645,424470,1,424471
3646,424481,3,424484
3647,424577,11,424588
3648,424611,14,424625
3649,424628,3,424631
3650,425154,1,425155
3651,425242,8,425250
3652,425434,48,425482
3653,425618,15,425633
3654,425645,10,425655
3655,425667,22,425689
3656,425752,42,425794
3657,425802,20,425822
3658,425886,67,425953
3659,426059,10,426069
3660,426249,41,426290
3661,426647,11,426658
3662,426741,32,426773
3663,426975,21,426996
3664,427159,5,427164
3665,427212,2,427214
3666,427476,12,427488
3667,427614,6,427620
3668,427773,29,427802
3669,427849,27,427876
3670,427911,4,427915
3671,427942,15,427957
3672,427980,1,427981
3673,428204,39,428243
3674,428337,13,428350
3675,428353,10,428363
3676,428551,16,428567
3677,428572,28,428600
3678,428666,5,428671
3679,428770,19,428789
3680,428813,23,428836
3681,429046,18,429064
3682,429235,47,429282
3683,429288,60,429348
3684,429381,25,429406
3685,429431,35,429466
3686,429527,8,429535
3687,429940,13,429953
3688,430038,4,430042
3689,430066,7,430073
3690,430196,10,430206
3691,430223,27,430250
3692,430265,5,430270
3693,430394,32,430426
3694,430456,48,430504
3695,430669,34,430703
3696,430852,6,430858
3697,430918,1,430919
3698,431015,6,431021
3699,431285,23,431308
3700,431315,45,431360
3701,431411,97,431508
3702,431549,62,431611
3703,431622,16,431638
3704,431708,24,431732
3705,431776,9,431785
3706,431792,2,431794
3707,431809,15,431824
3708,431833,19,431852
3709,431927,33,431960
3710,431962,19,431981
3711,432074,51,432125
3712,432145,6,432151
3713,432169,23,432192
3714,432229,1,432230
3715,432435,97,432532
3716,432610,3,432613
3717,432669,7,432676
3718,432714,5,432719
3719,432737,6,432743
3720,432789,15,432804
3721,432856,2,432858
3722,432884,15,432899
3723,433089,11,433100
3724,433153,9,433162
3725,433360,47,433407
3726,433620,11,433631
3727,433701,51,433752
3728,433770,28,433798
3729,433825,21,433846
3730,433872,24,433896
3731,434159,1,434160
3732,434250,11,434261
3733,434266,6,434272
3734,434276,52,434328
3735,434331,1,434332
3736,434558,9,434567
3737,434662,13,434675
3738,434730,38,434768
3739,434917,36,434953
3740,434983,4,434987
3741,435276,2,435278
3742,435284,11,435295
3743,435469,49,435518
3744,435667,17,435684
3745,435772,7,435779
3746,435895,19,435914
3747,435970,16,435986
3748,436137,43,436180
3749,436297,13,436310
3750,436577,55,436632
3751,436813,35,436848
3752,436968,5,436973
3753,437022,2,437024
3754,437120,9,437129
3755,437147,12,437159
3756,437341,70,437411
3757,437435,2,437437
3758,437624,5,437629
3759,437738,12,437750
3760,437791,3,437794
3761,437991,28,438019
3762,438077,3,438080
3763,438151,51,438202
3764,438256,7,438263
3765,438502,74,438576
3766,438634,10,438644
3767,438706,6,438712
3768,438776,20,438796
3769,438800,30,438830
3770,438986,7,438993
3771,438994,18,439012
3772,439065,7,439072
3773,439210,34,439244
3774,439273,24,439297
3775,439392,29,439421
3776,439446,4,439450
3777,439514,5,439519
3778,439834,15,439849
3779,440116,55,440171
3780,440247,1,440248
3781,440322,23,440345
3782,440532,21,440553
3783,440737,5,440742
3784,440882,4,440886
3785,440918,4,440922
3786,440976,59,441035
3787,441158,16,441174
3788,441322,16,441338
3789,441483,49,441532
3790,441543,7,441550
3791,441622,11,441633
3792,441661,40,441701
3793,441711,29,441740
3794,441755,8,441763
3795,441775,3,441778
3796,441809,33,441842
3797,441892,58,441950
3798,442034,27,442061
3799,442074,41,442115
3800,442288,8,442296
3801,442504,4,442508
3802,442607,12,442619
3803,442724,43,442767
3804,443037,1,443038
3805,443104,31,443135
3806,443362,13,443375
3807,443477,14,443491
3808,443503,36,443539
3809,443554,20,443574
3810,443663,1,443664
3811,443753,3,443756
3812,443768,27,443795
3813,443804,22,443826
3814,443908,24,443932
3815,443951,22,443973
3816,444087,33,444120
3817,444154,11,444165
3818,444173,3,444176
3819,444187,3,444190
3820,444241,10,444251
3821,444340,38,444378
3822,444689,1,444690
3823,444780,8,444788
3824,444928,5,444933
3825,444945,41,444986
3826,445138,88,445226
3827,445435,6,445441
3828,445633,4,445637
3829,445689,42,445731
3830,445764,2,445766
3831,445821,35,445856
3832,446017,1,446018
3833,446121,3,446124
3834,446142,26,446168
3835,446299,2,446301
3836,446397,18,446415
3837,446493,3,446496
3838,446534,9,446543
3839,446557,47,446604
3840,446625,6,446631
3841,446813,1,446814
3842,447114,24,447138
3843,447786,56,447842
3844,447894,83,447977
3845,448152,15,448167
3846,448183,11,448194
3847,448438,71,448509
3848,448561,64,448625
3849,448654,6,448660
3850,448804,30,448834
3851,448857,24,448881
3852,448972,18,448990
3853,449151,5,449156
3854,449204,10,449214
3855,449221,7,449228
3856,449267,28,449295
3857,449305,69,449374
3858,449411,16,449427
3859,449459,8,449467
3860,449550,34,449584
3861,449681,2,449683
3862,449857,22,449879
3863,450275,7,450282
3864,450295,1,450296
3865,450341,47,450388
3866,450493,39,450532
3867,450611,144,450755
3868,450913,12,450925
3869,450959,16,450975
3870,451538,10,451548
3871,451597,10,451607
3872,452005,10,452015
3873,452130,12,452142
3874,452160,5,452165
3875,452252,13,452265
3876,452541,1,452542
3877,452597,22,452619
3878,452688,62,452750
3879,453014,1,453015
3880,453089,25,453114
3881,453134,16,453150
3882,453185,16,453201
3883,453231,16,453247
3884,453309,16,453325
3885,453531,9,453540
3886,453564,47,453611
3887,453688,6,453694
3888,453752,1,453753
3889,453972,23,453995
3890,454051,1,454052
3891,454155,1,454156
3892,454262,26,454288
3893,454392,21,454413
3894,454421,15,454436
3895,454527,7,454534
3896,454564,25,454589
3897,454816,6,454822
3898,454976,8,454984
3899,455018,42,455060
3900,455077,10,455087
3901,455269,33,455302
3902,455361,36,455397
3903,455431,29,455460
3904,455497,34,455531
3905,455568,4,455572
3906,455575,15,455590
3907,455698,9,455707
3908,455816,4,455820
3909,455881,19,455900
3910,455974,21,455995
3911,456443,26,456469
3912,456521,11,456532
3913,456548,2,456550
3914,456639,47,456686
3915,456737,5,456742
3916,456791,35,456826
3917,456833,2,456835
3918,456846,19,456865
3919,457032,14,457046
3920,457116,2,457118
3921,457171,23,457194
3922,457235,6,457241
3923,457414,24,457438
3924,457518,49,457567
3925,457585,33,457618
3926,457632,26,457658
3927,457672,12,457684
3928,457816,5,457821
3929,458005,45,458050
3930,458272,20,458292
3931,458429,2,458431
3932,458438,15,458453
3933,458521,11,458532
3934,458672,46,458718
3935,458741,9,458750
3936,458808,10,458818
3937,458868,12,458880
3938,458998,6,459004
3939,459027,8,459035
3940,459209,30,459239
3941,459322,5,459327
3942,459452,9,459461
3943,459548,28,459576
3944,459594,5,459599
3945,459724,32,459756
3946,460045,48,460093
3947,460123,26,460149
3948,460173,17,460190
3949,460554,3,460557
3950,460563,5,460568
3951,460605,6,460611
3952,460623,9,460632
3953,460633,80,460713
3954,460750,4,460754
3955,460827,35,460862
3956,460867,6,460873
3957,460892,7,460899
3958,460933,31,460964
3959,460969,36,461005
3960,461006,7,461013
3961,461325,22,461347
3962,461407,2,461409
3963,461655,5,461660
3964,461710,9,461719
3965,461743,19,461762
3966,461805,58,461863
3967,461905,50,461955
3968,461964,3,461967
3969,462015,24,462039
3970,462131,20,462151
3971,462254,6,462260
3972,462396,33,462429
3973,462461,3,462464
3974,462474,14,462488
3975,462537,23,462560
3976,462688,25,462713
3977,462758,26,462784
3978,462862,97,462959
3979,463140,28,463168
3980,463314,27,463341
3981,463442,20,463462
3982,463581,16,463597
3983,463598,40,463638
3984,463697,16,463713
3985,463934,13,463947
3986,464083,19,464102
3987,464110,16,464126
3988,464183,19,464202
3989,464296,20,464316
3990,464318,16,464334
3991,464470,10,464480
3992,464735,29,464764
3993,464939,8,464947
3994,464991,2,464993
3995,465082,1,465083
3996,465141,1,465142
3997,465179,2,465181
3998,465229,18,465247
3999,465268,1,465269
4000,465288,8,465296
4001,465342,7,465349
4002,465397,1,465398
4003,465562,13,465575
4004,465882,7,465889
4005,466031,7,466038
4006,466073,1,466074
4007,466094,110,466204
4008,466385,8,466393
4009,466442,28,466470
4010,466518,32,466550
4011,466566,5,466571
4012,466908,7,466915
4013,467158,36,467194
4014,467284,24,467308
4015,467382,103,467485
4016,467845,13,467858
4017,467898,34,467932
4018,467935,11,467946
4019,468004,1,468005
4020,468139,19,468158
4021,468285,12,468297
4022,468333,17,468350
4023,468658,4,468662
4024,468757,3,468760
4025,468895,18,468913
4026,469055,13,469068
4027,469096,9,469105
4028,469206,28,469234
4029,469383,2,469385
4030,469410,22,469432
4031,469451,7,469458
4032,469541,15,469556
4033,469593,29,469622
4034,469752,8,469760
4035,469773,3,469776
4036,469950,21,469971
4037,470028,9,470037
4038,470106,20,470126
4039,470160,10,470170
4040,470298,2,470300
4041,470474,1,470475
4042,470545,12,470557
4043,470652,8,470660
4044,470717,16,470733
4045,471143,20,471163
4046,471177,30,471207
4047,471291,7,471298
4048,471365,35,471400
4049,471495,3,471498
4050,471545,36,471581
4051,471608,23,471631
