,x,SuccessRate,PER,RedundancyUsed
40,9.884959046625586e-05,1.0,0.0,199.95
41,0.00010467651283285034,0.18,0.82525,197.85
42,0.00011084691688820192,0.16,0.84,199.95
43,0.00011738104997097267,1.0,0.0,199.95
44,0.00012430035294697935,0.56,0.4475,199.95
45,0.0001316275305644686,1.0,0.006875,197.2
46,0.0001393866259566494,0.77,0.2365,197.3
47,0.00014760309953595267,1.0,0.0,199.95
48,0.0001563039125388988,1.0,0.0,199.95
49,0.0001655176154957161,1.0,0.0,199.95
50,0.00017527444191500822,1.0,0.0,199.95
51,0.00018560640749088554,0.78,0.224,198.35
52,0.0001965474151580953,0.15,0.854375,198.2
53,0.00020813336633987583,0.65,0.34825,199.95
54,0.00022040227875357396,0.54,0.463875,198.09999999999997
55,0.0002333944111605967,0.37,0.62975,199.20000000000002
56,0.00024715239547004164,0.25,0.760625,195.7
57,0.00026172137662948717,0.38,0.6265,197.35
58,0.00027714916076197505,0.32,0.69275,194.85
59,0.0002934863720352792,1.0,0.0,199.95
60,0.0003107866187782014,0.72,0.28,199.95
61,0.0003291066693889843,1.0,0.0,199.95
62,0.00034850663861306174,0.86,0.137125,198.9
63,0.0003690501848013925,0.85,0.15125,199.45
64,0.0003908047187966461,0.24,0.765125,197.9
65,0.0004138416251326836,0.81,0.189625,199.95
66,0.00043823649627316226,0.75,0.25125,199.45
67,0.0004640693806578861,0.15,0.8505,198.95
68,0.0004914250453708333,0.83,0.182875,193.9
69,0.0005203932542917743,0.19,0.808375,199.95
70,0.0005510690626441899,0.35,0.6535,198.55
71,0.0005835531289060104,0.85,0.155125,197.5
72,0.0006179520451066725,0.25,0.754375,196.00000000000003
73,0.0006543786865943179,0.72,0.281875,198.75
74,0.0006929525824208342,0.82,0.188875,196.4
75,0.000733800307560127,0.59,0.422,194.34999999999997
76,0.0007770558982466212,0.75,0.25425,198.25
77,0.0008228612917968663,0.72,0.28725,197.04999999999998
78,0.0008713667923574647,0.33,0.686375,192.60000000000002
79,0.0009227315641076175,0.67,0.33975,196.05
80,0.0009771241535346503,0.59,0.4205,195.35
81,0.0010347230424963022,0.84,0.165375,199.95
82,0.001095717233884587,0.82,0.19125,197.9
83,0.0011603068718129762,0.7,0.306875,196.49999999999997
84,0.0012287038983619955,0.72,0.2905,195.15
85,0.0013011327490382296,0.63,0.375875,196.95
86,0.0013778310892287983,0.91,0.094375,197.74999999999997
87,0.0014590505940678922,0.8,0.20309810126582278,196.1
88,0.0015450577742743621,0.37,0.6305,197.45
89,0.001636134850670274,0.68,0.348,188.50000000000003
90,0.0017325806802500113,0.65,0.379375,187.74999999999997
91,0.0018347117368387022,0.52,0.494375,192.65
92,0.001942863149557891,0.51,0.50425,194.25
93,0.002057389802505993,0.42,0.604875,189.85
94,0.0021786674992620328,0.41,0.606,191.49999999999997
95,0.002307094196033792,0.86,0.1625,190.95
96,0.0024430913074967725,0.41,0.629125,183.35
97,0.0025871050896089515,0.25,0.770375,190.55
98,0.0027396081039387744,0.75,0.275875,189.05
99,0.0029011007683114555,0.74,0.289,187.65
100,0.003072112998861759,0.42,0.591,193.95
101,0.0032532059488814533,0.7,0.326625,188.4
102,0.0034449738501672617,0.72,0.3335,178.55
103,0.003648045962911369,0.74,0.30225,181.35000000000002
104,0.0038630886405328713,0.5,0.515875,192.74999999999997
105,0.0040908075162255555,0.64,0.397375,183.95
106,0.004331949818396895,0.91,0.11221518987341772,189.1
107,0.004587306822596104,0.71,0.35425,177.25000000000003
108,0.004857716447976807,0.83,0.219375,178.85000000000002
109,0.005144066006814403,0.51,0.5429493670886076,179.65
110,0.005447295116100166,0.57,0.48075,181.55
111,0.005768398780766129,0.44,0.6282405063291139,173.4
112,0.006108430658657991,0.55,0.506125,174.45
113,0.006468506517969472,0.63,0.4265,175.65000000000003
114,0.00684980789848338,0.64,0.44575,168.50000000000003
115,0.007253585988633116,0.62,0.4455522151898734,171.8
116,0.007681165731106709,0.66,0.458,151.1
117,0.00813395017046545,0.74,0.289875,182.45
118,0.00861342505704304,0.63,0.44753006329113926,166.2
119,0.00912116372223257,0.78,0.281375,172.9
120,0.009658832241158708,0.7,0.3685,171.65
121,0.010228194899675773,0.75,0.364,149.3
122,0.010831119983631012,0.65,0.504375,135.5
123,0.011469585909389514,0.58,0.5343481012658228,155.0
124,0.012145687715737532,0.72,0.32968037974683545,173.25
125,0.012861643938466267,0.77,0.335,153.4
126,0.013619803890194196,0.77,0.38330696202531644,134.45
127,0.014422655369315847,0.67,0.407625,159.95
128,0.015272832823372547,0.65,0.49825,134.85
129,0.016173125993632527,0.75,0.4030126582278481,137.2
130,0.017126489069246062,0.76,0.390125,136.2
131,0.01813605038101387,0.66,0.465875,142.15
132,0.019205122666577753,0.77,0.372375,138.4
133,0.02033721394071684,0.84,0.2647025316455696,153.4
134,0.021536039006419375,0.74,0.3935253164556962,144.45
135,0.022805531644501616,0.79,0.364125,131.1
136,0.024149857521772553,0.72,0.449378164556962,128.25
137,0.0255734278601011,0.73,0.412125,141.75
138,0.027080913911238357,0.72,0.453125,124.85
139,0.02867726228489276,0.77,0.44160443037974684,109.8
140,0.030367711180354605,0.85,0.3525363924050633,116.49999999999997
141,0.0321578075749319,0.79,0.39864398734177214,117.74999999999997
142,0.03405342542559945,0.8,0.39757911392405065,113.25
143,0.036060784943586686,0.84,0.34100949367088607,123.6
144,0.03818647300515194,0.84,0.355125,113.15000000000002
145,0.040437464765517746,0.85,0.4040284810126582,94.14999999999999
146,0.042821146546890454,0.88,0.33815348101265824,109.65
147,0.04534534007566863,0.93,0.321375,95.39999999999999
148,0.04801832814837025,0.84,0.39565664556962027,101.6
149,0.050848881810499194,0.83,0.4011471518987342,99.05000000000001
150,0.05384628913753371,0.83,0.3977626582278481,102.8
151,0.057020385712478146,0.84,0.4139256329113924,92.85
152,0.0603815868999864,0.87,0.39103481012658226,90.74999999999999
153,0.0639409220229589,0.88,0.4123987341772152,78.79999999999998
154,0.06771007055376069,0.87,0.42765822784810126,73.35000000000001
155,0.07170140043881551,0.89,0.35827056962025317,93.6
156,0.0759280086823337,0.92,0.39718037974683545,68.55
157,0.08040376432234417,0.93,0.38471677215189876,74.05000000000001
158,0.0851433539400491,0.86,0.41631803797468353,81.00000000000001
159,0.09016232985183595,0.93,0.3679161392405063,79.3
160,0.09547716114208066,0.95,0.3525142405063291,76.8
161,0.10110528770419981,0.92,0.41064398734177215,61.90000000000001
162,0.10706517746728043,0.96,0.4014018987341772,52.35
163,0.11337638699606924,0.99,0.3898291139240506,47.95
164,0.12005962566316909,0.94,0.39202689873417723,63.000000000000014
165,0.12713682360401912,0.97,0.3770522151898734,59.4
166,0.13463120367764145,0.98,0.3745522151898734,56.6
167,0.14256735766928177,0.94,0.4202832278481013,55.8
168,0.15097132698499652,0.97,0.40127056962025315,55.25
169,0.15987068810297328,0.97,0.3803908227848101,57.15
170,0.16929464306197808,0.99,0.38454430379746835,49.35000000000001
171,0.17927411528386064,0.97,0.44004746835443037,33.75
172,0.18984185104454168,0.99,0.4095727848101266,39.2
173,0.2010325269264489,0.99,0.4057990506329114,44.55
174,0.21288286360498693,1.0,0.3432674050632911,62.65
175,0.2254317463424221,0.99,0.37726740506329115,52.25
176,0.23872035258456456,0.98,0.40093037974683543,45.99999999999999
177,0.2527922870789332,1.0,0.4004224683544304,42.8
178,0.267693724957784,1.0,0.3837958860759494,46.449999999999996
179,0.28347356325550543,1.0,0.3929050632911392,42.8
180,0.30018358135755924,1.0,0.3916851265822785,43.3
181,0.31787861090746816,1.0,0.40104272151898734,39.55
182,0.3366167157293687,0.98,0.39043512658227847,50.050000000000004
183,0.3564593823565269,0.99,0.4067848101265823,40.39999999999999
184,0.3774717217910008,1.0,0.38880696202531645,44.45
185,0.3997226831565076,1.0,0.4071629746835443,37.10000000000001
186,0.42328527994556475,1.0,0.38290348101265825,46.8
187,0.44823682960329436,1.0,0.4036724683544304,38.49999999999999
188,0.47465920723406807,1.0,0.39802848101265825,40.74999999999999
189,0.5026391142634892,1.0,0.38340189873417724,46.6
190,0.5322683629372809,1.0,0.3851772151898734,45.9
191,0.5636441775906418,1.0,0.38903481012658225,44.35000000000001
192,0.5968695136766289,1.0,0.38919462025316454,44.3
193,0.6320533956004287,1.0,0.3991629746835443,40.3
194,0.669311274468054,1.0,0.4024382911392405,39.00000000000001
195,0.7087654069233925,1.0,0.40329746835443037,38.65
196,0.7505452563167005,1.0,0.4041819620253165,38.3
197,0.7947879175209076,1.0,0.3894208860759494,44.2
198,0.8416385667897317,1.0,0.3978022151898734,40.85000000000001
199,0.8912509381337456,1.0,0.39304588607594937,42.75000000000001
